coord_op_code,coord_op_method_code,parameter_code,parameter_value,param_value_file_ref,uom_code
16716,9807,8805,0.9996,,9201
16716,9807,8806,500000,,9001
16716,9807,8807,10000000,,9001
16732,9807,8801,0,,9102
16732,9807,8802,132,,9102
16732,9807,8805,0.9996,,9201
16732,9807,8806,500000,,9001
16732,9807,8807,10000000,,9001
17001,9807,8801,0,,9102
17001,9807,8802,-1,,9102
17001,9807,8805,0.9996,,9201
17001,9807,8806,500000,,9001
17001,9807,8807,0,,9001
17005,9807,8801,0,,9102
17005,9807,8802,-5,,9102
17005,9807,8805,0.9996,,9201
17005,9807,8806,500000,,9001
17005,9807,8807,0,,9001
17054,9807,8801,0,,9102
17054,9807,8802,-54,,9102
17054,9807,8805,0.9996,,9201
17054,9807,8806,500000,,9001
17054,9807,8807,0,,9001
17204,9802,8821,-90,,9102
17204,9802,8822,-66,,9102
17204,9802,8823,-60.4,,9110
17204,9802,8824,-63.2,,9110
17204,9802,8826,0,,9001
17204,9802,8827,0,,9001
17205,9802,8821,-90,,9102
17205,9802,8822,-54,,9102
17205,9802,8823,-60.4,,9110
17205,9802,8824,-63.2,,9110
17205,9802,8826,0,,9001
17205,9802,8827,0,,9001
17206,9802,8821,-90,,9102
17206,9802,8822,-42,,9102
17206,9802,8823,-60.4,,9110
17206,9802,8824,-63.2,,9110
17206,9802,8826,0,,9001
17206,9802,8827,0,,9001
17207,9802,8821,-90,,9102
17207,9802,8822,-174,,9102
17207,9802,8823,-64.4,,9110
17207,9802,8824,-67.2,,9110
17207,9802,8826,0,,9001
17207,9802,8827,0,,9001
17208,9802,8821,-90,,9102
17208,9802,8822,-66,,9102
17208,9802,8823,-64.4,,9110
17208,9802,8824,-67.2,,9110
17208,9802,8826,0,,9001
17208,9802,8827,0,,9001
17209,9802,8821,-90,,9102
17209,9802,8822,-54,,9102
17209,9802,8823,-64.4,,9110
17209,9802,8824,-67.2,,9110
17209,9802,8826,0,,9001
17209,9802,8827,0,,9001
17210,9802,8821,-90,,9102
17210,9802,8822,42,,9102
17210,9802,8823,-64.4,,9110
17210,9802,8824,-67.2,,9110
17210,9802,8826,0,,9001
17210,9802,8827,0,,9001
17211,9802,8821,-90,,9102
17211,9802,8822,54,,9102
17211,9802,8823,-64.4,,9110
17211,9802,8824,-67.2,,9110
17211,9802,8826,0,,9001
17211,9802,8827,0,,9001
17212,9802,8821,-90,,9102
17212,9802,8822,66,,9102
17212,9802,8823,-64.4,,9110
17212,9802,8824,-67.2,,9110
17212,9802,8826,0,,9001
17212,9802,8827,0,,9001
17213,9802,8821,-90,,9102
17213,9802,8822,78,,9102
17213,9802,8823,-64.4,,9110
17213,9802,8824,-67.2,,9110
17213,9802,8826,0,,9001
17213,9802,8827,0,,9001
17214,9802,8821,-90,,9102
17214,9802,8822,90,,9102
17214,9802,8823,-64.4,,9110
17214,9802,8824,-67.2,,9110
17214,9802,8826,0,,9001
17214,9802,8827,0,,9001
17215,9802,8821,-90,,9102
17215,9802,8822,102,,9102
17215,9802,8823,-64.4,,9110
17215,9802,8824,-67.2,,9110
17215,9802,8826,0,,9001
17215,9802,8827,0,,9001
17216,9802,8821,-90,,9102
17216,9802,8822,114,,9102
17216,9802,8823,-64.4,,9110
17216,9802,8824,-67.2,,9110
17216,9802,8826,0,,9001
17216,9802,8827,0,,9001
17217,9802,8821,-90,,9102
17217,9802,8822,126,,9102
17217,9802,8823,-64.4,,9110
17217,9802,8824,-67.2,,9110
17217,9802,8826,0,,9001
17217,9802,8827,0,,9001
17218,9802,8821,-90,,9102
17218,9802,8822,138,,9102
17218,9802,8823,-64.4,,9110
17218,9802,8824,-67.2,,9110
17218,9802,8826,0,,9001
17218,9802,8827,0,,9001
17219,9802,8821,-90,,9102
17219,9802,8822,150,,9102
17219,9802,8823,-64.4,,9110
17219,9802,8824,-67.2,,9110
17219,9802,8826,0,,9001
17219,9802,8827,0,,9001
17220,9802,8821,-90,,9102
17220,9802,8822,162,,9102
17220,9802,8823,-64.4,,9110
17220,9802,8824,-67.2,,9110
17220,9802,8826,0,,9001
17220,9802,8827,0,,9001
17221,9802,8821,-90,,9102
17221,9802,8822,-102,,9102
17221,9802,8823,-68.4,,9110
17221,9802,8824,-71.2,,9110
17221,9802,8826,0,,9001
17221,9802,8827,0,,9001
17222,9802,8821,-90,,9102
17222,9802,8822,-90,,9102
17222,9802,8823,-68.4,,9110
17222,9802,8824,-71.2,,9110
17222,9802,8826,0,,9001
17222,9802,8827,0,,9001
17223,9802,8821,-90,,9102
17223,9802,8822,-78,,9102
17223,9802,8823,-68.4,,9110
17223,9802,8824,-71.2,,9110
17223,9802,8826,0,,9001
17223,9802,8827,0,,9001
17224,9802,8821,-90,,9102
17224,9802,8822,-66,,9102
17224,9802,8823,-68.4,,9110
17224,9802,8824,-71.2,,9110
17224,9802,8826,0,,9001
17224,9802,8827,0,,9001
17225,9802,8821,-90,,9102
17225,9802,8822,-18,,9102
17225,9802,8823,-68.4,,9110
17225,9802,8824,-71.2,,9110
17225,9802,8826,0,,9001
17225,9802,8827,0,,9001
17226,9802,8821,-90,,9102
17226,9802,8822,-6,,9102
17226,9802,8823,-68.4,,9110
17226,9802,8824,-71.2,,9110
17226,9802,8826,0,,9001
17226,9802,8827,0,,9001
17227,9802,8821,-90,,9102
17227,9802,8822,6,,9102
17227,9802,8823,-68.4,,9110
17227,9802,8824,-71.2,,9110
17227,9802,8826,0,,9001
17227,9802,8827,0,,9001
17228,9802,8821,-90,,9102
17228,9802,8822,18,,9102
17228,9802,8823,-68.4,,9110
17228,9802,8824,-71.2,,9110
17228,9802,8826,0,,9001
17228,9802,8827,0,,9001
17229,9802,8821,-90,,9102
17229,9802,8822,30,,9102
17229,9802,8823,-68.4,,9110
17229,9802,8824,-71.2,,9110
17229,9802,8826,0,,9001
17229,9802,8827,0,,9001
17230,9802,8821,-90,,9102
17230,9802,8822,42,,9102
17230,9802,8823,-68.4,,9110
17230,9802,8824,-71.2,,9110
17230,9802,8826,0,,9001
17230,9802,8827,0,,9001
17231,9802,8821,-90,,9102
17231,9802,8822,54,,9102
17231,9802,8823,-68.4,,9110
17231,9802,8824,-71.2,,9110
17231,9802,8826,0,,9001
17231,9802,8827,0,,9001
17232,9802,8821,-90,,9102
17232,9802,8822,66,,9102
17232,9802,8823,-68.4,,9110
17232,9802,8824,-71.2,,9110
17232,9802,8826,0,,9001
17232,9802,8827,0,,9001
17233,9802,8821,-90,,9102
17233,9802,8822,78,,9102
17233,9802,8823,-68.4,,9110
17233,9802,8824,-71.2,,9110
17233,9802,8826,0,,9001
17233,9802,8827,0,,9001
17234,9802,8821,-90,,9102
17234,9802,8822,90,,9102
17234,9802,8823,-68.4,,9110
17234,9802,8824,-71.2,,9110
17234,9802,8826,0,,9001
17234,9802,8827,0,,9001
17235,9802,8821,-90,,9102
17235,9802,8822,102,,9102
17235,9802,8823,-68.4,,9110
17235,9802,8824,-71.2,,9110
17235,9802,8826,0,,9001
17235,9802,8827,0,,9001
17236,9802,8821,-90,,9102
17236,9802,8822,114,,9102
17236,9802,8823,-68.4,,9110
17236,9802,8824,-71.2,,9110
17236,9802,8826,0,,9001
17236,9802,8827,0,,9001
17237,9802,8821,-90,,9102
17237,9802,8822,126,,9102
17237,9802,8823,-68.4,,9110
17237,9802,8824,-71.2,,9110
17237,9802,8826,0,,9001
17237,9802,8827,0,,9001
17238,9802,8821,-90,,9102
17238,9802,8822,138,,9102
17238,9802,8823,-68.4,,9110
17238,9802,8824,-71.2,,9110
17238,9802,8826,0,,9001
17238,9802,8827,0,,9001
17239,9802,8821,-90,,9102
17239,9802,8822,150,,9102
17239,9802,8823,-68.4,,9110
17239,9802,8824,-71.2,,9110
17239,9802,8826,0,,9001
17239,9802,8827,0,,9001
17240,9802,8821,-90,,9102
17240,9802,8822,162,,9102
17240,9802,8823,-68.4,,9110
17240,9802,8824,-71.2,,9110
17240,9802,8826,0,,9001
17240,9802,8827,0,,9001
17241,9802,8821,-90,,9102
17241,9802,8822,174,,9102
17241,9802,8823,-68.4,,9110
17241,9802,8824,-71.2,,9110
17241,9802,8826,0,,9001
17241,9802,8827,0,,9001
17242,9802,8821,-90,,9102
17242,9802,8822,-153,,9102
17242,9802,8823,-72.4,,9110
17242,9802,8824,-75.2,,9110
17242,9802,8826,0,,9001
17242,9802,8827,0,,9001
17243,9802,8821,-90,,9102
17243,9802,8822,-135,,9102
17243,9802,8823,-72.4,,9110
17243,9802,8824,-75.2,,9110
17243,9802,8826,0,,9001
17243,9802,8827,0,,9001
17244,9802,8821,-90,,9102
17244,9802,8822,-117,,9102
17244,9802,8823,-72.4,,9110
17244,9802,8824,-75.2,,9110
17244,9802,8826,0,,9001
17244,9802,8827,0,,9001
17245,9802,8821,-90,,9102
17245,9802,8822,-99,,9102
17245,9802,8823,-72.4,,9110
17245,9802,8824,-75.2,,9110
17245,9802,8826,0,,9001
17245,9802,8827,0,,9001
17246,9802,8821,-90,,9102
17246,9802,8822,-81,,9102
17246,9802,8823,-72.4,,9110
17246,9802,8824,-75.2,,9110
17246,9802,8826,0,,9001
17246,9802,8827,0,,9001
17247,9802,8821,-90,,9102
17247,9802,8822,-63,,9102
17247,9802,8823,-72.4,,9110
17247,9802,8824,-75.2,,9110
17247,9802,8826,0,,9001
17247,9802,8827,0,,9001
17248,9802,8821,-90,,9102
17248,9802,8822,-27,,9102
17248,9802,8823,-72.4,,9110
17248,9802,8824,-75.2,,9110
17248,9802,8826,0,,9001
17248,9802,8827,0,,9001
17249,9802,8821,-90,,9102
17249,9802,8822,-9,,9102
17249,9802,8823,-72.4,,9110
17249,9802,8824,-75.2,,9110
17249,9802,8826,0,,9001
17249,9802,8827,0,,9001
17250,9802,8821,-90,,9102
17250,9802,8822,9,,9102
17250,9802,8823,-72.4,,9110
17250,9802,8824,-75.2,,9110
17250,9802,8826,0,,9001
17250,9802,8827,0,,9001
17251,9802,8821,-90,,9102
17251,9802,8822,27,,9102
17251,9802,8823,-72.4,,9110
17251,9802,8824,-75.2,,9110
17251,9802,8826,0,,9001
17251,9802,8827,0,,9001
17252,9802,8821,-90,,9102
17252,9802,8822,45,,9102
17252,9802,8823,-72.4,,9110
17252,9802,8824,-75.2,,9110
17252,9802,8826,0,,9001
17252,9802,8827,0,,9001
17253,9802,8821,-90,,9102
17253,9802,8822,63,,9102
17253,9802,8823,-72.4,,9110
17253,9802,8824,-75.2,,9110
17253,9802,8826,0,,9001
17253,9802,8827,0,,9001
17254,9802,8821,-90,,9102
17254,9802,8822,81,,9102
17254,9802,8823,-72.4,,9110
17254,9802,8824,-75.2,,9110
17254,9802,8826,0,,9001
17254,9802,8827,0,,9001
17255,9802,8821,-90,,9102
17255,9802,8822,99,,9102
17255,9802,8823,-72.4,,9110
17255,9802,8824,-75.2,,9110
17255,9802,8826,0,,9001
17255,9802,8827,0,,9001
17256,9802,8821,-90,,9102
17256,9802,8822,117,,9102
17256,9802,8823,-72.4,,9110
17256,9802,8824,-75.2,,9110
17256,9802,8826,0,,9001
17256,9802,8827,0,,9001
17257,9802,8821,-90,,9102
17257,9802,8822,135,,9102
17257,9802,8823,-72.4,,9110
17257,9802,8824,-75.2,,9110
17257,9802,8826,0,,9001
17257,9802,8827,0,,9001
17258,9802,8821,-90,,9102
17258,9802,8822,153,,9102
17258,9802,8823,-72.4,,9110
17258,9802,8824,-75.2,,9110
17258,9802,8826,0,,9001
17258,9802,8827,0,,9001
17259,9802,8821,-90,,9102
17259,9802,8822,171,,9102
17259,9802,8823,-72.4,,9110
17259,9802,8824,-75.2,,9110
17259,9802,8826,0,,9001
17259,9802,8827,0,,9001
17260,9802,8821,-90,,9102
17260,9802,8822,-168,,9102
17260,9802,8823,-76.4,,9110
17260,9802,8824,-79.2,,9110
17260,9802,8826,0,,9001
17260,9802,8827,0,,9001
17261,9802,8821,-90,,9102
17261,9802,8822,-144,,9102
17261,9802,8823,-76.4,,9110
17261,9802,8824,-79.2,,9110
17261,9802,8826,0,,9001
17261,9802,8827,0,,9001
17262,9802,8821,-90,,9102
17262,9802,8822,-120,,9102
17262,9802,8823,-76.4,,9110
17262,9802,8824,-79.2,,9110
17262,9802,8826,0,,9001
17262,9802,8827,0,,9001
17263,9802,8821,-90,,9102
17263,9802,8822,-96,,9102
17263,9802,8823,-76.4,,9110
17263,9802,8824,-79.2,,9110
17263,9802,8826,0,,9001
17263,9802,8827,0,,9001
17264,9802,8821,-90,,9102
17264,9802,8822,-72,,9102
17264,9802,8823,-76.4,,9110
17264,9802,8824,-79.2,,9110
17264,9802,8826,0,,9001
17264,9802,8827,0,,9001
17265,9802,8821,-90,,9102
17265,9802,8822,-48,,9102
17265,9802,8823,-76.4,,9110
17265,9802,8824,-79.2,,9110
17265,9802,8826,0,,9001
17265,9802,8827,0,,9001
17266,9802,8821,-90,,9102
17266,9802,8822,-24,,9102
17266,9802,8823,-76.4,,9110
17266,9802,8824,-79.2,,9110
17266,9802,8826,0,,9001
17266,9802,8827,0,,9001
17267,9802,8821,-90,,9102
17267,9802,8822,0,,9102
17267,9802,8823,-76.4,,9110
17267,9802,8824,-79.2,,9110
17267,9802,8826,0,,9001
17267,9802,8827,0,,9001
17268,9802,8821,-90,,9102
17268,9802,8822,24,,9102
17268,9802,8823,-76.4,,9110
17268,9802,8824,-79.2,,9110
17268,9802,8826,0,,9001
17268,9802,8827,0,,9001
17269,9802,8821,-90,,9102
17269,9802,8822,48,,9102
17269,9802,8823,-76.4,,9110
17269,9802,8824,-79.2,,9110
17269,9802,8826,0,,9001
17269,9802,8827,0,,9001
17270,9802,8821,-90,,9102
17270,9802,8822,72,,9102
17270,9802,8823,-76.4,,9110
17270,9802,8824,-79.2,,9110
17270,9802,8826,0,,9001
17270,9802,8827,0,,9001
17271,9802,8821,-90,,9102
17271,9802,8822,96,,9102
17271,9802,8823,-76.4,,9110
17271,9802,8824,-79.2,,9110
17271,9802,8826,0,,9001
17271,9802,8827,0,,9001
17272,9802,8821,-90,,9102
17272,9802,8822,120,,9102
17272,9802,8823,-76.4,,9110
17272,9802,8824,-79.2,,9110
17272,9802,8826,0,,9001
17272,9802,8827,0,,9001
17273,9802,8821,-90,,9102
17273,9802,8822,144,,9102
17273,9802,8823,-76.4,,9110
17273,9802,8824,-79.2,,9110
17273,9802,8826,0,,9001
17273,9802,8827,0,,9001
17274,9802,8821,-90,,9102
17274,9802,8822,168,,9102
17274,9802,8823,-76.4,,9110
17274,9802,8824,-79.2,,9110
17274,9802,8826,0,,9001
17274,9802,8827,0,,9001
17275,9829,8806,0,,9001
17275,9829,8807,0,,9001
17275,9829,8832,-80.1419,,9110
17275,9829,8833,-165,,9102
17276,9829,8806,0,,9001
17276,9829,8807,0,,9001
17276,9829,8832,-80.1419,,9110
17276,9829,8833,-135,,9102
17277,9829,8806,0,,9001
17277,9829,8807,0,,9001
17277,9829,8832,-80.1419,,9110
17277,9829,8833,-105,,9102
17278,9829,8806,0,,9001
17278,9829,8807,0,,9001
17278,9829,8832,-80.1419,,9110
17278,9829,8833,-75,,9102
17279,9829,8806,0,,9001
17279,9829,8807,0,,9001
17279,9829,8832,-80.1419,,9110
17279,9829,8833,-45,,9102
17280,9829,8806,0,,9001
17280,9829,8807,0,,9001
17280,9829,8832,-80.1419,,9110
17280,9829,8833,-15,,9102
17281,9829,8806,0,,9001
17281,9829,8807,0,,9001
17281,9829,8832,-80.1419,,9110
17281,9829,8833,15,,9102
17282,9829,8806,0,,9001
17282,9829,8807,0,,9001
17282,9829,8832,-80.1419,,9110
17282,9829,8833,45,,9102
17283,9829,8806,0,,9001
17283,9829,8807,0,,9001
17283,9829,8832,-80.1419,,9110
17283,9829,8833,75,,9102
17284,9829,8806,0,,9001
17284,9829,8807,0,,9001
17284,9829,8832,-80.1419,,9110
17284,9829,8833,105,,9102
17285,9829,8806,0,,9001
17285,9829,8807,0,,9001
17285,9829,8832,-80.1419,,9110
17285,9829,8833,135,,9102
17286,9829,8806,0,,9001
17286,9829,8807,0,,9001
17286,9829,8832,-80.1419,,9110
17286,9829,8833,165,,9102
17287,9829,8806,0,,9001
17287,9829,8807,0,,9001
17287,9829,8832,-80.1419,,9110
17287,9829,8833,-150,,9102
17288,9829,8806,0,,9001
17288,9829,8807,0,,9001
17288,9829,8832,-80.1419,,9110
17288,9829,8833,-90,,9102
17289,9829,8806,0,,9001
17289,9829,8807,0,,9001
17289,9829,8832,-80.1419,,9110
17289,9829,8833,-30,,9102
17290,9829,8806,0,,9001
17290,9829,8807,0,,9001
17290,9829,8832,-80.1419,,9110
17290,9829,8833,30,,9102
17291,9829,8806,0,,9001
17291,9829,8807,0,,9001
17291,9829,8832,-80.1419,,9110
17291,9829,8833,90,,9102
17292,9829,8806,0,,9001
17292,9829,8807,0,,9001
17292,9829,8832,-80.1419,,9110
17292,9829,8833,150,,9102
17293,9829,8806,0,,9001
17293,9829,8807,0,,9001
17293,9829,8832,-80.1419,,9110
17293,9829,8833,0,,9102
17294,9802,8821,-78,,9102
17294,9802,8822,162,,9102
17294,9802,8823,-76.4,,9110
17294,9802,8824,-79.2,,9110
17294,9802,8826,0,,9001
17294,9802,8827,0,,9001
17295,9820,8801,90,,9102
17295,9820,8802,180,,9102
17295,9820,8806,0,,9001
17295,9820,8807,0,,9001
17296,9820,8801,90,,9102
17296,9820,8802,-150,,9102
17296,9820,8806,0,,9001
17296,9820,8807,0,,9001
17297,9820,8801,90,,9102
17297,9820,8802,-100,,9102
17297,9820,8806,0,,9001
17297,9820,8807,0,,9001
17298,9820,8801,90,,9102
17298,9820,8802,-40,,9102
17298,9820,8806,0,,9001
17298,9820,8807,0,,9001
17299,9820,8801,90,,9102
17299,9820,8802,10,,9102
17299,9820,8806,0,,9001
17299,9820,8807,0,,9001
17300,9820,8801,90,,9102
17300,9820,8802,90,,9102
17300,9820,8806,0,,9001
17300,9820,8807,0,,9001
17321,9807,8801,0,,9102
17321,9807,8802,12,,9102
17321,9807,8805,1,,9201
17321,9807,8806,150000,,9001
17321,9807,8807,0,,9001
17322,9807,8801,0,,9110
17322,9807,8802,13.3,,9110
17322,9807,8805,1,,9201
17322,9807,8806,150000,,9001
17322,9807,8807,0,,9001
17323,9807,8801,0,,9102
17323,9807,8802,15,,9102
17323,9807,8805,1,,9201
17323,9807,8806,150000,,9001
17323,9807,8807,0,,9001
17324,9807,8801,0,,9110
17324,9807,8802,16.3,,9110
17324,9807,8805,1,,9201
17324,9807,8806,150000,,9001
17324,9807,8807,0,,9001
17325,9807,8801,0,,9102
17325,9807,8802,18,,9102
17325,9807,8805,1,,9201
17325,9807,8806,150000,,9001
17325,9807,8807,0,,9001
17326,9807,8801,0,,9110
17326,9807,8802,14.15,,9110
17326,9807,8805,1,,9201
17326,9807,8806,150000,,9001
17326,9807,8807,0,,9001
17327,9807,8801,0,,9110
17327,9807,8802,15.45,,9110
17327,9807,8805,1,,9201
17327,9807,8806,150000,,9001
17327,9807,8807,0,,9001
17328,9807,8801,0,,9110
17328,9807,8802,17.15,,9110
17328,9807,8805,1,,9201
17328,9807,8806,150000,,9001
17328,9807,8807,0,,9001
17329,9807,8801,0,,9110
17329,9807,8802,18.45,,9110
17329,9807,8805,1,,9201
17329,9807,8806,150000,,9001
17329,9807,8807,0,,9001
17330,9807,8801,0,,9110
17330,9807,8802,20.15,,9110
17330,9807,8805,1,,9201
17330,9807,8806,150000,,9001
17330,9807,8807,0,,9001
17331,9807,8801,0,,9110
17331,9807,8802,21.45,,9110
17331,9807,8805,1,,9201
17331,9807,8806,150000,,9001
17331,9807,8807,0,,9001
17332,9807,8801,0,,9110
17332,9807,8802,23.15,,9110
17332,9807,8805,1,,9201
17332,9807,8806,150000,,9001
17332,9807,8807,0,,9001
17333,9807,8801,0,,9102
17333,9807,8802,15,,9102
17333,9807,8805,0.9996,,9201
17333,9807,8806,500000,,9001
17333,9807,8807,0,,9001
17334,9807,8801,0,,9110
17334,9807,8802,11.18298,,9110
17334,9807,8805,1,,9201
17334,9807,8806,1500000,,9001
17334,9807,8807,0,,9001
17335,9807,8801,0,,9110
17335,9807,8802,13.33298,,9110
17335,9807,8805,1,,9201
17335,9807,8806,1500000,,9001
17335,9807,8807,0,,9001
17336,9807,8801,0,,9110
17336,9807,8802,18.03298,,9110
17336,9807,8805,1,,9201
17336,9807,8806,1500000,,9001
17336,9807,8807,0,,9001
17337,9807,8801,0,,9110
17337,9807,8802,20.18298,,9110
17337,9807,8805,1,,9201
17337,9807,8806,1500000,,9001
17337,9807,8807,0,,9001
17338,9807,8801,0,,9110
17338,9807,8802,22.33298,,9110
17338,9807,8805,1,,9201
17338,9807,8806,1500000,,9001
17338,9807,8807,0,,9001
17339,9807,8801,0,,9110
17339,9807,8802,11.18225,,9110
17339,9807,8805,1.000006,,9201
17339,9807,8806,1500025.141,,9001
17339,9807,8807,-667.282,,9001
17340,9807,8801,0,,9110
17340,9807,8802,13.332256,,9110
17340,9807,8805,1.0000058,,9201
17340,9807,8806,1500044.695,,9001
17340,9807,8807,-667.13,,9001
17341,9807,8801,0,,9110
17341,9807,8802,15.4822624306,,9110
17341,9807,8805,1.00000561024,,9201
17341,9807,8806,1500064.274,,9001
17341,9807,8807,-667.711,,9001
17342,9807,8801,0,,9110
17342,9807,8802,18.032268,,9110
17342,9807,8805,1.0000054,,9201
17342,9807,8806,1500083.521,,9001
17342,9807,8807,-668.844,,9001
17343,9807,8801,0,,9110
17343,9807,8802,20.182274,,9110
17343,9807,8805,1.0000052,,9201
17343,9807,8806,1500102.765,,9001
17343,9807,8807,-670.706,,9001
17344,9807,8801,0,,9110
17344,9807,8802,22.33228,,9110
17344,9807,8805,1.0000049,,9201
17344,9807,8806,1500121.846,,9001
17344,9807,8807,-672.557,,9001
17348,9807,8801,0,,9102
17348,9807,8802,105,,9102
17348,9807,8805,0.9996,,9201
17348,9807,8806,500000,,9001
17348,9807,8807,10000000,,9001
17349,9807,8801,0,,9102
17349,9807,8802,111,,9102
17349,9807,8805,0.9996,,9201
17349,9807,8806,500000,,9001
17349,9807,8807,10000000,,9001
17350,9807,8801,0,,9102
17350,9807,8802,117,,9102
17350,9807,8805,0.9996,,9201
17350,9807,8806,500000,,9001
17350,9807,8807,10000000,,9001
17351,9807,8801,0,,9102
17351,9807,8802,123,,9102
17351,9807,8805,0.9996,,9201
17351,9807,8806,500000,,9001
17351,9807,8807,10000000,,9001
17352,9807,8801,0,,9102
17352,9807,8802,129,,9102
17352,9807,8805,0.9996,,9201
17352,9807,8806,500000,,9001
17352,9807,8807,10000000,,9001
17353,9807,8801,0,,9102
17353,9807,8802,135,,9102
17353,9807,8805,0.9996,,9201
17353,9807,8806,500000,,9001
17353,9807,8807,10000000,,9001
17354,9807,8801,0,,9102
17354,9807,8802,141,,9102
17354,9807,8805,0.9996,,9201
17354,9807,8806,500000,,9001
17354,9807,8807,10000000,,9001
17355,9807,8801,0,,9102
17355,9807,8802,147,,9102
17355,9807,8805,0.9996,,9201
17355,9807,8806,500000,,9001
17355,9807,8807,10000000,,9001
17356,9807,8801,0,,9102
17356,9807,8802,153,,9102
17356,9807,8805,0.9996,,9201
17356,9807,8806,500000,,9001
17356,9807,8807,10000000,,9001
17357,9807,8801,0,,9102
17357,9807,8802,159,,9102
17357,9807,8805,0.9996,,9201
17357,9807,8806,500000,,9001
17357,9807,8807,10000000,,9001
17358,9807,8801,0,,9102
17358,9807,8802,165,,9102
17358,9807,8805,0.9996,,9201
17358,9807,8806,500000,,9001
17358,9807,8807,10000000,,9001
17359,9802,8821,-32,,9102
17359,9802,8822,135,,9102
17359,9802,8823,-28,,9102
17359,9802,8824,-36,,9102
17359,9802,8826,1000000,,9001
17359,9802,8827,2000000,,9001
17360,9802,8821,-37,,9102
17360,9802,8822,145,,9102
17360,9802,8823,-36,,9102
17360,9802,8824,-38,,9102
17360,9802,8826,2500000,,9001
17360,9802,8827,4500000,,9001
17361,9802,8821,-37,,9102
17361,9802,8822,145,,9102
17361,9802,8823,-36,,9102
17361,9802,8824,-38,,9102
17361,9802,8826,2500000,,9001
17361,9802,8827,2500000,,9001
17362,9802,8821,0,,9102
17362,9802,8822,134,,9102
17362,9802,8823,-18,,9102
17362,9802,8824,-36,,9102
17362,9802,8826,0,,9001
17362,9802,8827,0,,9001
17363,9807,8801,-28,,9102
17363,9807,8802,153,,9102
17363,9807,8805,0.99999,,9201
17363,9807,8806,50000,,9001
17363,9807,8807,100000,,9001
17364,9802,8821,-33.25,,9102
17364,9802,8822,147,,9102
17364,9802,8823,-30.75,,9102
17364,9802,8824,-35.75,,9102
17364,9802,8826,9300000,,9001
17364,9802,8827,4500000,,9001
17365,9822,8821,0,,9102
17365,9822,8822,132,,9102
17365,9822,8823,-18,,9102
17365,9822,8824,-36,,9102
17365,9822,8826,0,,9001
17365,9822,8827,0,,9001
17401,9802,8821,0,,9102
17401,9802,8822,26,,9102
17401,9802,8823,-6.5,,9102
17401,9802,8824,-11.5,,9102
17401,9802,8826,0,,9001
17401,9802,8827,0,,9001
17402,9807,8801,-9,,9102
17402,9807,8802,26,,9102
17402,9807,8805,0.9998,,9201
17402,9807,8806,0,,9001
17402,9807,8807,0,,9001
17412,9807,8801,0,,9102
17412,9807,8802,12,,9102
17412,9807,8805,0.9999,,9201
17412,9807,8806,500000,,9001
17412,9807,8807,10000000,,9001
17414,9807,8801,0,,9102
17414,9807,8802,14,,9102
17414,9807,8805,0.9999,,9201
17414,9807,8806,500000,,9001
17414,9807,8807,10000000,,9001
17416,9807,8801,0,,9102
17416,9807,8802,16,,9102
17416,9807,8805,0.9999,,9201
17416,9807,8806,500000,,9001
17416,9807,8807,10000000,,9001
17418,9807,8801,0,,9102
17418,9807,8802,18,,9102
17418,9807,8805,0.9999,,9201
17418,9807,8806,500000,,9001
17418,9807,8807,10000000,,9001
17420,9807,8801,0,,9102
17420,9807,8802,20,,9102
17420,9807,8805,0.9999,,9201
17420,9807,8806,500000,,9001
17420,9807,8807,10000000,,9001
17422,9807,8801,0,,9102
17422,9807,8802,22,,9102
17422,9807,8805,0.9999,,9201
17422,9807,8806,500000,,9001
17422,9807,8807,10000000,,9001
17424,9807,8801,0,,9102
17424,9807,8802,24,,9102
17424,9807,8805,0.9999,,9201
17424,9807,8806,500000,,9001
17424,9807,8807,10000000,,9001
17426,9807,8801,0,,9102
17426,9807,8802,26,,9102
17426,9807,8805,0.9999,,9201
17426,9807,8806,500000,,9001
17426,9807,8807,10000000,,9001
17428,9807,8801,0,,9102
17428,9807,8802,28,,9102
17428,9807,8805,0.9999,,9201
17428,9807,8806,500000,,9001
17428,9807,8807,10000000,,9001
17430,9807,8801,0,,9102
17430,9807,8802,30,,9102
17430,9807,8805,0.9999,,9201
17430,9807,8806,500000,,9001
17430,9807,8807,10000000,,9001
17432,9807,8801,0,,9102
17432,9807,8802,94.5,,9102
17432,9807,8805,0.9999,,9201
17432,9807,8806,200000,,9001
17432,9807,8807,1500000,,9001
17433,9807,8801,0,,9102
17433,9807,8802,97.5,,9102
17433,9807,8805,0.9999,,9201
17433,9807,8806,200000,,9001
17433,9807,8807,1500000,,9001
17434,9807,8801,0,,9102
17434,9807,8802,100.5,,9102
17434,9807,8805,0.9999,,9201
17434,9807,8806,200000,,9001
17434,9807,8807,1500000,,9001
17435,9807,8801,0,,9102
17435,9807,8802,103.5,,9102
17435,9807,8805,0.9999,,9201
17435,9807,8806,200000,,9001
17435,9807,8807,1500000,,9001
17436,9807,8801,0,,9102
17436,9807,8802,106.5,,9102
17436,9807,8805,0.9999,,9201
17436,9807,8806,200000,,9001
17436,9807,8807,1500000,,9001
17437,9807,8801,0,,9102
17437,9807,8802,109.5,,9102
17437,9807,8805,0.9999,,9201
17437,9807,8806,200000,,9001
17437,9807,8807,1500000,,9001
