coord_ref_sys_code,coord_ref_sys_name,area_of_use_code,coord_ref_sys_kind,coord_sys_code,datum_code,source_geogcrs_code,projection_conv_code,cmpd_horizcrs_code,cmpd_vertcrs_code,crs_scope,remarks,information_source,data_source,revision_date,change_id,show_crs,deprecated
23433,Garoua / UTM zone 33N,1060,projected,4400,,4234,16033,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,1
23700,HD72 / EOV,1119,projected,4498,,4237,19931,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1997/07/22,,1,0
23830,DGN95 / Indonesia TM-3 zone 46.2,1647,projected,4499,,4755,17432,,,Land use and cadastre.,"Used by BPN for large scale (1:10,000 and greater) land use mapping.","National Land Agency (Badan Pertanahan Nasional, BPN)",OGP,2007/05/10,,1,0
23831,DGN95 / Indonesia TM-3 zone 47.1,3510,projected,4499,,4755,17433,,,Land use and cadastre.,"Used by BPN for large scale (1:10,000 and greater) land use mapping.","National Land Agency (Badan Pertanahan Nasional, BPN)",OGP,2007/05/10,,1,0
23832,DGN95 / Indonesia TM-3 zone 47.2,3511,projected,4499,,4755,17434,,,Land use and cadastre.,"Used by BPN for large scale (1:10,000 and greater) land use mapping.","National Land Agency (Badan Pertanahan Nasional, BPN)",OGP,2007/05/10,,1,0
23833,DGN95 / Indonesia TM-3 zone 48.1,3512,projected,4499,,4755,17435,,,Land use and cadastre.,"Used by BPN for large scale (1:10,000 and greater) land use mapping.","National Land Agency (Badan Pertanahan Nasional, BPN)",OGP,2007/05/10,,1,0
23834,DGN95 / Indonesia TM-3 zone 48.2,3513,projected,4499,,4755,17436,,,Land use and cadastre.,"Used by BPN for large scale (1:10,000 and greater) land use mapping.","National Land Agency (Badan Pertanahan Nasional, BPN)",OGP,2007/05/10,,1,0
23835,DGN95 / Indonesia TM-3 zone 49.1,3514,projected,4499,,4755,17437,,,Land use and cadastre.,"Used by BPN for large scale (1:10,000 and greater) land use mapping.","National Land Agency (Badan Pertanahan Nasional, BPN)",OGP,2007/05/10,,1,0
23836,DGN95 / Indonesia TM-3 zone 49.2,3515,projected,4499,,4755,17438,,,Land use and cadastre.,"Used by BPN for large scale (1:10,000 and greater) land use mapping.","National Land Agency (Badan Pertanahan Nasional, BPN)",OGP,2007/05/10,,1,0
23837,DGN95 / Indonesia TM-3 zone 50.1,3516,projected,4499,,4755,17439,,,Land use and cadastre.,"Used by BPN for large scale (1:10,000 and greater) land use mapping.","National Land Agency (Badan Pertanahan Nasional, BPN)",OGP,2007/05/10,,1,0
23838,DGN95 / Indonesia TM-3 zone 50.2,3517,projected,4499,,4755,17440,,,Land use and cadastre.,"Used by BPN for large scale (1:10,000 and greater) land use mapping.","National Land Agency (Badan Pertanahan Nasional, BPN)",OGP,2007/05/10,,1,0
23839,DGN95 / Indonesia TM-3 zone 51.1,3518,projected,4499,,4755,17441,,,Land use and cadastre.,"Used by BPN for large scale (1:10,000 and greater) land use mapping.","National Land Agency (Badan Pertanahan Nasional, BPN)",OGP,2007/05/10,,1,0
23840,DGN95 / Indonesia TM-3 zone 51.2,3519,projected,4499,,4755,17442,,,Land use and cadastre.,"Used by BPN for large scale (1:10,000 and greater) land use mapping.","National Land Agency (Badan Pertanahan Nasional, BPN)",OGP,2007/05/10,,1,0
23841,DGN95 / Indonesia TM-3 zone 52.1,3520,projected,4499,,4755,17443,,,Land use and cadastre.,"Used by BPN for large scale (1:10,000 and greater) land use mapping.","National Land Agency (Badan Pertanahan Nasional, BPN)",OGP,2007/05/10,,1,0
23842,DGN95 / Indonesia TM-3 zone 52.2,3521,projected,4499,,4755,17444,,,Land use and cadastre.,"Used by BPN for large scale (1:10,000 and greater) land use mapping.","National Land Agency (Badan Pertanahan Nasional, BPN)",OGP,2007/05/10,,1,0
23843,DGN95 / Indonesia TM-3 zone 53.1,3522,projected,4499,,4755,17445,,,Land use and cadastre.,"Used by BPN for large scale (1:10,000 and greater) land use mapping.","National Land Agency (Badan Pertanahan Nasional, BPN)",OGP,2007/05/10,,1,0
23844,DGN95 / Indonesia TM-3 zone 53.2,3523,projected,4499,,4755,17446,,,Land use and cadastre.,"Used by BPN for large scale (1:10,000 and greater) land use mapping.","National Land Agency (Badan Pertanahan Nasional, BPN)",OGP,2007/05/10,,1,0
23845,DGN95 / Indonesia TM-3 zone 54.1,1663,projected,4499,,4755,17447,,,Land use and cadastre.,"Used by BPN for large scale (1:10,000 and greater) land use mapping.","National Land Agency (Badan Pertanahan Nasional, BPN)",OGP,2007/05/10,,1,0
23846,ID74 / UTM zone 46N,1647,projected,4400,,4238,16046,,,Large and medium scale topographic mapping and engineering survey.,Replaced by DGN95 / UTM zone 46N.,,OGP,2006/08/25,1995.193 1995.200 2006.810,1,0
23847,ID74 / UTM zone 47N,1649,projected,4400,,4238,16047,,,Large and medium scale topographic mapping and engineering survey.,Replaced by DGN95 / UTM zone 47N.,,OGP,2006/08/25,1995.193 2006.810,1,0
23848,ID74 / UTM zone 48N,1651,projected,4400,,4238,16048,,,Large and medium scale topographic mapping and engineering survey.,Replaced by DGN95 / UTM zone 48N.,,OGP,2006/08/25,1995.193 2006.810,1,0
23849,ID74 / UTM zone 49N,1653,projected,4400,,4238,16049,,,Large and medium scale topographic mapping and engineering survey.,Replaced by DGN95 / UTM zone 49N.,,OGP,2006/08/25,1995.193 2006.810,1,0
23850,ID74 / UTM zone 50N,1655,projected,4400,,4238,16050,,,Large and medium scale topographic mapping and engineering survey.,Replaced by DGN95 / UTM zone 50N.,,OGP,2006/08/25,1995.193 2006.810,1,0
23851,ID74 / UTM zone 51N,1657,projected,4400,,4238,16051,,,Large and medium scale topographic mapping and engineering survey.,Replaced by DGN95 / UTM zone 51N.,,OGP,2006/08/25,1995.193 2006.810,1,0
23852,ID74 / UTM zone 52N,1659,projected,4400,,4238,16052,,,Large and medium scale topographic mapping and engineering survey.,Replaced by DGN95 / UTM zone 52N.,,OGP,2006/08/25,1995.193 2006.810,1,0
23853,ID74 / UTM zone 53N,1661,projected,4400,,4238,16053,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/07/21,1995.193,1,1
23866,DGN95 / UTM zone 46N,1647,projected,4400,,4755,16046,,,Large and medium scale topographic mapping and engineering survey.,Replaces ID74 / UTM zone 46N.,Bakosurtanal.,OGP,2006/08/25,,1,0
23867,DGN95 / UTM zone 47N,1649,projected,4400,,4755,16047,,,Large and medium scale topographic mapping and engineering survey.,Replaces ID74 / UTM zone 47N.,Bakosurtanal.,OGP,2006/08/25,,1,0
23868,DGN95 / UTM zone 48N,1651,projected,4400,,4755,16048,,,Large and medium scale topographic mapping and engineering survey.,Replaces ID74 / UTM zone 48N.,Bakosurtanal.,OGP,2006/08/25,,1,0
23869,DGN95 / UTM zone 49N,1653,projected,4400,,4755,16049,,,Large and medium scale topographic mapping and engineering survey.,Replaces ID74 / UTM zone 49N.,Bakosurtanal.,OGP,2006/08/25,,1,0
23870,DGN95 / UTM zone 50N,1655,projected,4400,,4755,16050,,,Large and medium scale topographic mapping and engineering survey.,Replaces ID74 / UTM zone 50N.,Bakosurtanal.,OGP,2006/08/25,,1,0
23871,DGN95 / UTM zone 51N,1657,projected,4400,,4755,16051,,,Large and medium scale topographic mapping and engineering survey.,Replaces ID74 / UTM zone 51N.,Bakosurtanal.,OGP,2006/08/25,,1,0
23872,DGN95 / UTM zone 52N,1659,projected,4400,,4755,16052,,,Large and medium scale topographic mapping and engineering survey.,Replaces ID74 / UTM zone 52N.,Bakosurtanal.,OGP,2006/08/25,,1,0
23877,DGN95 / UTM zone 47S,1650,projected,4400,,4755,16147,,,Large and medium scale topographic mapping and engineering survey.,Replaces ID74 / UTM zone 47S.,Bakosurtanal.,OGP,2006/08/25,,1,0
23878,DGN95 / UTM zone 48S,1652,projected,4400,,4755,16148,,,Large and medium scale topographic mapping and engineering survey.,Replaces ID74 / UTM zone 48S.,Bakosurtanal.,OGP,2006/08/25,,1,0
23879,DGN95 / UTM zone 49S,1654,projected,4400,,4755,16149,,,Large and medium scale topographic mapping and engineering survey.,Replaces ID74 / UTM zone 49S.,Bakosurtanal.,OGP,2006/08/25,,1,0
23880,DGN95 / UTM zone 50S,1656,projected,4400,,4755,16150,,,Large and medium scale topographic mapping and engineering survey.,Replaces ID74 / UTM zone 50S.,Bakosurtanal.,OGP,2006/08/25,,1,0
23881,DGN95 / UTM zone 51S,1658,projected,4400,,4755,16151,,,Large and medium scale topographic mapping and engineering survey.,Replaces ID74 / UTM zone 51S.,Bakosurtanal.,OGP,2006/08/25,,1,0
23882,DGN95 / UTM zone 52S,1660,projected,4400,,4755,16152,,,Large and medium scale topographic mapping and engineering survey.,Replaces ID74 / UTM zone 52S.,Bakosurtanal.,OGP,2006/08/25,,1,0
23883,DGN95 / UTM zone 53S,1662,projected,4400,,4755,16153,,,Large and medium scale topographic mapping and engineering survey.,Replaces ID74 / UTM zone 53S.,Bakosurtanal.,OGP,2006/08/25,,1,0
23884,DGN95 / UTM zone 54S,1663,projected,4400,,4755,16154,,,Large and medium scale topographic mapping and engineering survey.,Replaces ID74 / UTM zone 54S.,Bakosurtanal.,OGP,2006/08/25,,1,0
23886,ID74 / UTM zone 46S,1648,projected,4400,,4238,16146,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/08/08,1995.193 1995.200,1,1
23887,ID74 / UTM zone 47S,1650,projected,4400,,4238,16147,,,Large and medium scale topographic mapping and engineering survey.,Replaced by DGN95 / UTM zone 47S.,,OGP,2006/08/25,1995.193 2006.810,1,0
23888,ID74 / UTM zone 48S,1652,projected,4400,,4238,16148,,,Large and medium scale topographic mapping and engineering survey.,Replaced by DGN95 / UTM zone 48S.,,OGP,2006/08/25,1995.193 2006.810,1,0
23889,ID74 / UTM zone 49S,1654,projected,4400,,4238,16149,,,Large and medium scale topographic mapping and engineering survey.,Replaced by DGN95 / UTM zone 49S.,,OGP,2006/08/25,1995.193 2006.810,1,0
23890,ID74 / UTM zone 50S,1656,projected,4400,,4238,16150,,,Large and medium scale topographic mapping and engineering survey.,Replaced by DGN95 / UTM zone 50S.,,OGP,2006/08/25,1995.193 2006.810,1,0
23891,ID74 / UTM zone 51S,1658,projected,4400,,4238,16151,,,Large and medium scale topographic mapping and engineering survey.,Replaced by DGN95 / UTM zone 51S.,,OGP,2006/08/25,1995.193 2006.810,1,0
23892,ID74 / UTM zone 52S,1660,projected,4400,,4238,16152,,,Large and medium scale topographic mapping and engineering survey.,Replaced by DGN95 / UTM zone 52S.,,OGP,2006/08/25,1995.193 2006.810,1,0
23893,ID74 / UTM zone 53S,1662,projected,4400,,4238,16153,,,Large and medium scale topographic mapping and engineering survey.,Replaced by DGN95 / UTM zone 53S.,,OGP,2006/08/25,1995.193 2006.810,1,0
23894,ID74 / UTM zone 54S,1663,projected,4400,,4238,16154,,,Large and medium scale topographic mapping and engineering survey.,Replaced by DGN95 / UTM zone 54S.,,OGP,2006/08/25,1995.193 2006.810,1,0
23946,Indian 1954 / UTM zone 46N,1664,projected,4400,,4239,16046,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1998/06/13,,1,0
23947,Indian 1954 / UTM zone 47N,1665,projected,4400,,4239,16047,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
23948,Indian 1954 / UTM zone 48N,3735,projected,4400,,4239,16048,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2011/01/25,2011.004,1,0
24047,Indian 1975 / UTM zone 47N,1667,projected,4400,,4240,16047,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
24048,Indian 1975 / UTM zone 48N,1666,projected,4400,,4240,16048,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
24100,Jamaica 1875 / Jamaica (Old Grid),3342,projected,4403,,4241,19909,,,"Large and medium scale topographic mapping, cadastral and engineering survey.",Replaced by JAD69 / Jamaica National Grid (CRS code 24200).,"Survey Department, Government of Jamaica, 1983.",OGP,1995/06/02,,1,0
24200,JAD69 / Jamaica National Grid,3342,projected,4400,,4242,19910,,,"Large and medium scale topographic mapping, cadastral and engineering survey.",Replaces Jamaica 1875 / Jamaica (Old Grid) (CRS code 24100). Replaced by JAD2001 / Jamaica Metric Grid (CRS code 3448).,"Survey Department, Government of Jamaica, 1983.",OGP,2007/01/19,2004.510 2007.001,1,0
24305,Kalianpur 1937 / UTM zone 45N,1674,projected,4400,,4144,16045,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,,1,0
24306,Kalianpur 1937 / UTM zone 46N,1675,projected,4400,,4144,16046,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,,1,0
24311,Kalianpur 1962 / UTM zone 41N,1687,projected,4400,,4145,16041,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,,1,0
24312,Kalianpur 1962 / UTM zone 42N,1688,projected,4400,,4145,16042,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,,1,0
24313,Kalianpur 1962 / UTM zone 43N,1689,projected,4400,,4145,16043,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,,1,0
24342,Kalianpur 1975 / UTM zone 42N,1679,projected,4400,,4146,16042,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,,1,0
24343,Kalianpur 1975 / UTM zone 43N,1680,projected,4400,,4146,16043,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,,1,0
24344,Kalianpur 1975 / UTM zone 44N,1681,projected,4400,,4146,16044,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,,1,0
24345,Kalianpur 1975 / UTM zone 45N,1682,projected,4400,,4146,16045,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,,1,0
24346,Kalianpur 1975 / UTM zone 46N,1683,projected,4400,,4146,16046,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,,1,0
24347,Kalianpur 1975 / UTM zone 47N,1684,projected,4400,,4146,16047,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,,1,0
24370,Kalianpur 1880 / India zone 0,1668,projected,4408,,4243,18110,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,1997.231,1,0
24371,Kalianpur 1880 / India zone I,1669,projected,4408,,4243,18111,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,1997.231,1,0
24372,Kalianpur 1880 / India zone IIa,1670,projected,4408,,4243,18112,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,1997.231,1,0
24373,Kalianpur 1880 / India zone III,1672,projected,4408,,4243,18114,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,1997.231,1,0
24374,Kalianpur 1880 / India zone IV,1673,projected,4408,,4243,18116,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,1997.231,1,0
24375,Kalianpur 1937 / India zone IIb,3217,projected,4400,,4144,18238,,,Large and medium scale topographic mapping and engineering survey.,Used by Bangladesh since metrication. Metric conversion applies A.R.Clarke's Indian foot-British foot ratio of 0.99999566 and Benoit's 1895 British inch-metre ratio of 39.370115 rounded as Ind ft = 0.30479841m exactly.,,OGP,2011/01/25,1997.231 2011.004,1,0
24376,Kalianpur 1962 / India zone I,1685,projected,4400,,4145,18236,,,Large and medium scale topographic mapping and engineering survey.,Used by Pakistan since metrication. Metric conversion applies A.R.Clarke's Indian foot-British foot ratio of 0.99999566 and J.S.Clark's 1865 British inch-metre ratio of 39.369971 rounded by G.Bomford with slight error as Ind ft = 0.3047996m exactly.,,OGP,2007/01/25,1997.231 2007.011,1,0
24377,Kalianpur 1962 / India zone IIa,1686,projected,4400,,4145,18237,,,Large and medium scale topographic mapping and engineering survey.,Used by Pakistan since metrication. Metric conversion applies A.R.Clarke's Indian foot-British foot ratio of 0.99999566 and J.S.Clark's 1865 British inch-metre ratio of 39.369971 rounded by G.Bomford with slight error as Ind ft = 0.3047996m exactly.,,OGP,2007/01/25,1997.231 2007.011,1,0
24378,Kalianpur 1975 / India zone I,1676,projected,4400,,4146,18231,,,Large and medium scale topographic mapping and engineering survey.,Used by India since metrication. Metric conversion applies A.R.Clarke's Indian foot-British foot ratio of 0.99999566 and J.S.Clark's 1865 British inch-metre ratio of 39.369971 rounded as 1 Ind ft = 0.3047995m exactly.,,OGP,2007/01/25,1997.231 2007.011,1,0
24379,Kalianpur 1975 / India zone IIa,1677,projected,4400,,4146,18232,,,Large and medium scale topographic mapping and engineering survey.,Used by India since metrication. Metric conversion applies A.R.Clarke's Indian foot-British foot ratio of 0.99999566 and J.S.Clark's 1865 British inch-metre ratio of 39.369971 rounded as 1 Ind ft = 0.3047995m exactly.,,OGP,2007/01/25,1997.231 2007.011,1,0
24380,Kalianpur 1975 / India zone IIb,1678,projected,4400,,4146,18235,,,Large and medium scale topographic mapping and engineering survey.,Used by India since metrication. Metric conversion applies A.R.Clarke's Indian foot-British foot ratio of 0.99999566 and J.S.Clark's 1865 British inch-metre ratio of 39.369971 rounded as 1 Ind ft = 0.3047995m exactly.,,OGP,2007/01/25,1997.231 2007.011,1,0
24381,Kalianpur 1975 / India zone III,1672,projected,4400,,4146,18233,,,Large and medium scale topographic mapping and engineering survey.,Used by India since metrication. Metric conversion applies A.R.Clarke's Indian foot-British foot ratio of 0.99999566 and J.S.Clark's 1865 British inch-metre ratio of 39.369971 rounded as 1 Ind ft = 0.3047995m exactly.,,OGP,2007/01/25,1997.231 2007.011,1,0
24382,Kalianpur 1880 / India zone IIb,1671,projected,4408,,4243,18113,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/10/20,1997.231,1,0
24383,Kalianpur 1975 / India zone IV,1673,projected,4400,,4146,18234,,,Large and medium scale topographic mapping and engineering survey.,Used by India since metrication. Metric conversion applies A.R.Clarke's Indian foot-British foot ratio of 0.99999566 and J.S.Clark's 1865 British inch-metre ratio of 39.369971 rounded as 1 Ind ft = 0.3047995m exactly.,,OGP,2007/01/25,1997.231 2007.011,1,0
24500,Kertau 1968 / Singapore Grid,1210,projected,4400,,4245,19920,,,Large and medium scale topographic mapping and engineering survey.,"For cadastral purposes, replaced by SVY21 / Singapore TM (CRS code 3414) from August 2004.",Defence Geographic Centre.,OGP,2006/10/13,2006.251 2006.891,1,0
24547,Kertau 1968 / UTM zone 47N,1691,projected,4400,,4245,16047,,,Large and medium scale topographic mapping and engineering survey.,,Defence Geographic Centre.,OGP,2006/07/24,2006.251,1,0
24548,Kertau 1968 / UTM zone 48N,1692,projected,4400,,4245,16048,,,Large and medium scale topographic mapping and engineering survey.,,Defence Geographic Centre.,OGP,2006/07/24,1995.192 2006.251,1,0
24571,Kertau / R.S.O. Malaya (ch),1690,projected,4401,,4245,19935,,,Large and medium scale topographic mapping and engineering survey.,Adopts metric conversion of 39.370113 inches per metre.,,OGP,1999/10/20,1997.231,1,1
24600,KOC Lambert,3267,projected,4400,,4246,19906,,,"Oil industry exploration (but not production - see Ain el Abd / UTM zone 38N, code 20438).","Used by KOC for exploration but not engineering (see Ain el Abd / UTM zone 38N, code 20438).",,OGP,2007/05/29,2007.055,1,0
24718,La Canoa / UTM zone 18N,1693,projected,4400,,4247,16018,,,Large and medium scale topographic mapping and engineering survey.,Sometimes referred to as PSAD56 / UTM zone 18N.,,OGP,1999/10/20,,1,0
24719,La Canoa / UTM zone 19N,1694,projected,4400,,4247,16019,,,Large and medium scale topographic mapping and engineering survey.,Sometimes referred to as PSAD56 / UTM zone 19N.,,OGP,1999/10/20,,1,0
24720,La Canoa / UTM zone 20N,1695,projected,4400,,4247,16020,,,Large and medium scale topographic mapping and engineering survey.,Sometimes referred to as PSAD56 / UTM zone 20N.,,OGP,1995/06/02,,1,0
24817,PSAD56 / UTM zone 17N,3112,projected,4400,,4248,16017,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2005/07/01,,1,0
24818,PSAD56 / UTM zone 18N,1756,projected,4400,,4248,16018,,,Large and medium scale topographic mapping and engineering survey.,In Venezuela also known as La Canoa / UTM zone 18N.,,OGP,1995/06/02,,1,0
24819,PSAD56 / UTM zone 19N,1758,projected,4400,,4248,16019,,,Large and medium scale topographic mapping and engineering survey.,In Venezuela also known as La Canoa / UTM zone 19N.,,OGP,1995/06/02,,1,0
24820,PSAD56 / UTM zone 20N,1760,projected,4400,,4248,16020,,,Large and medium scale topographic mapping and engineering survey.,In Venezuela also known as La Canoa / UTM zone 20N.,,OGP,1995/06/02,,1,0
24821,PSAD56 / UTM zone 21N,1762,projected,4400,,4248,16021,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
24877,PSAD56 / UTM zone 17S,1755,projected,4400,,4248,16117,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
24878,PSAD56 / UTM zone 18S,1757,projected,4400,,4248,16118,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
24879,PSAD56 / UTM zone 19S,1759,projected,4400,,4248,16119,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
24880,PSAD56 / UTM zone 20S,1761,projected,4400,,4248,16120,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
24881,PSAD56 / UTM zone 21S,3733,projected,4400,,4248,16121,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2010/07/13,2010.074,1,0
24882,PSAD56 / UTM zone 22S,1754,projected,4400,,4248,16122,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1999/04/22,,1,0
24891,PSAD56 / Peru west zone,1753,projected,4499,,4248,18161,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
24892,PSAD56 / Peru central zone,1752,projected,4499,,4248,18162,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
24893,PSAD56 / Peru east zone,1751,projected,4499,,4248,18163,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
25000,Leigon / Ghana Metre Grid,1104,projected,4400,,4250,19904,,,Large and medium scale topographic mapping and engineering survey.,Replaced Accra / Ghana National Grid (code 2136) in 1978.,,OGP,1995/06/02,,1,0
25231,Lome / UTM zone 31N,1232,projected,4400,,4252,16031,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,0
25391,Luzon 1911 / Philippines zone I,1698,projected,4499,,4253,18171,,,Large and medium scale topographic mapping and engineering survey.,Replaced by PRS92 / Philippines zone 1 (CRS code 3121).,,OGP,2004/12/24,2004.730,1,0
25392,Luzon 1911 / Philippines zone II,1699,projected,4499,,4253,18172,,,Large and medium scale topographic mapping and engineering survey.,Replaced by PRS92 / Philippines zone 2 (CRS code 3122).,,OGP,2004/12/24,2004.730,1,0
25393,Luzon 1911 / Philippines zone III,1700,projected,4499,,4253,18173,,,Large and medium scale topographic mapping and engineering survey.,Replaced by PRS92 / Philippines zone 3 (CRS code 3123).,,OGP,2004/12/24,2004.730,1,0
25394,Luzon 1911 / Philippines zone IV,1701,projected,4499,,4253,18174,,,Large and medium scale topographic mapping and engineering survey.,Replaced by PRS92 / Philippines zone 4 (CRS code 3124).,,OGP,2004/12/24,2004.730,1,0
25395,Luzon 1911 / Philippines zone V,1702,projected,4499,,4253,18175,,,Large and medium scale topographic mapping and engineering survey.,Replaced by PRS92 / Philippines zone 5 (CRS code 3125).,,OGP,2004/12/24,2004.730,1,0
25700,Makassar (Jakarta) / NEIEZ,1316,projected,4499,,4804,19905,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,1
25828,ETRS89 / UTM zone 28N,2122,projected,4400,,4258,16028,,,Large and medium scale topographic mapping and engineering survey.,The distinction in usage between ETRF89 and ETRS89 is confused: although in principle conceptually different in practice both are used as synonyms.,,OGP,2000/10/19,1999.110 2000.720,1,0
25829,ETRS89 / UTM zone 29N,2123,projected,4400,,4258,16029,,,Large and medium scale topographic mapping and engineering survey.,The distinction in usage between ETRF89 and ETRS89 is confused: although in principle conceptually different in practice both are used as synonyms.,,OGP,2000/10/19,1999.110 2000.720,1,0
25830,ETRS89 / UTM zone 30N,2124,projected,4400,,4258,16030,,,Large and medium scale topographic mapping and engineering survey.,The distinction in usage between ETRF89 and ETRS89 is confused: although in principle conceptually different in practice both are used as synonyms.,,OGP,2000/10/19,1999.110 2000.720,1,0
25831,ETRS89 / UTM zone 31N,2125,projected,4400,,4258,16031,,,Large and medium scale topographic mapping and engineering survey.,The distinction in usage between ETRF89 and ETRS89 is confused: although in principle conceptually different in practice both are used as synonyms.,,OGP,2000/10/19,1999.110 2000.720,1,0
25832,ETRS89 / UTM zone 32N,2126,projected,4400,,4258,16032,,,Large and medium scale topographic mapping and engineering survey.,The distinction in usage between ETRF89 and ETRS89 is confused: although in principle conceptually different in practice both are used as synonyms.,,OGP,2000/10/19,1999.110 2000.720,1,0
25833,ETRS89 / UTM zone 33N,2127,projected,4400,,4258,16033,,,Large and medium scale topographic mapping and engineering survey.,The distinction in usage between ETRF89 and ETRS89 is confused: although in principle conceptually different in practice both are used as synonyms.,,OGP,2009/06/02,1999.110 2000.720 2008.045 2009.014,1,0
25834,ETRS89 / UTM zone 34N,2128,projected,4400,,4258,16034,,,Large and medium scale topographic mapping and engineering survey.,The distinction in usage between ETRF89 and ETRS89 is confused: although in principle conceptually different in practice both are used as synonyms.,,OGP,2000/10/19,1999.110 2000.720,1,0
25835,ETRS89 / UTM zone 35N,2129,projected,4400,,4258,16035,,,Large and medium scale topographic mapping and engineering survey.,The distinction in usage between ETRF89 and ETRS89 is confused: although in principle conceptually different in practice both are used as synonyms.,,OGP,2000/10/19,1999.110 2000.720,1,0
25836,ETRS89 / UTM zone 36N,2130,projected,4400,,4258,16036,,,Large and medium scale topographic mapping and engineering survey.,The distinction in usage between ETRF89 and ETRS89 is confused: although in principle conceptually different in practice both are used as synonyms.,,OGP,2000/10/19,1999.110 2000.720,1,0
25837,ETRS89 / UTM zone 37N,2131,projected,4400,,4258,16037,,,Large and medium scale topographic mapping and engineering survey.,The distinction in usage between ETRF89 and ETRS89 is confused: although in principle conceptually different in practice both are used as synonyms.,,OGP,2000/10/19,1999.110 2000.720,1,0
25838,ETRS89 / UTM zone 38N,2132,projected,4400,,4258,16038,,,Large and medium scale topographic mapping and engineering survey.,The distinction in usage between ETRF89 and ETRS89 is confused: although in principle conceptually different in practice both are used as synonyms.,,OGP,2000/10/19,1999.110 2000.720,1,0
25884,ETRS89 / TM Baltic93,1646,projected,4530,,4258,19939,,,Medium and small scale topographic mapping and engineering survey.,"Used as a common coordinate system for the Baltic states and for medium and small scale mapping since 1993. For large scale applications see CRS codes 3300-01 (Estonia), 3059 (Latvia) and 2600 (Lituania).",http://www.geo.ut.ee/,OGP,2005/09/29,1999.110 2000.720 2005.460,1,0
25932,Malongo 1987 / UTM zone 32S,3180,projected,4400,,4259,16132,,,Oil industry offshore exploration and production from 1987.,"Replaced Mhast (offshore) / UTM zone 32S (CRS code 3354) in 1987. References to ""Mhast"" since 1987 often should have stated ""Malongo 1987"".",ChevronTexaco.,OGP,2006/01/06,2005.751,1,0
26191,Merchich / Nord Maroc,1703,projected,4499,,4261,18131,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2002/09/19,2002.640,1,0
26192,Merchich / Sud Maroc,2787,projected,4499,,4261,18132,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2002/09/19,2002.640,1,0
26193,Merchich / Sahara,1705,projected,4499,,4261,18133,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,1995/06/02,,1,1
26194,Merchich / Sahara Nord,2788,projected,4499,,4261,18134,,,Large and medium scale topographic mapping and engineering survey.,,,OGP,2002/09/19,,1,0
