"ALIAS CODE","OBJECT_TABLE_NAME","OBJECT_CODE","NAMING_SYSTEM_CODE","ALIAS","REMARKS"
1397,Datum,6184,7301,Sao Bras,The same name is also used for the 1995 adjustment (see datum code 6664).
1398,Datum,6184,7302,Azores Oriental 1940,
1399,Coordinate Reference System,4182,7301,Observatorio Flores,
1400,Coordinate Reference System,4183,7301,Graciosa,The same name is also used for the 1995 adjustment (see CRS code 4665).
1401,Coordinate Reference System,4184,7301,Sao Braz,The same name is also used for the 1995 adjustment (see CRS code 4664).
1402,Coordinate_Operation,18084,7301,France zone IV,
1403,Coordinate_Operation,18083,7301,France zone III,
1404,Coordinate_Operation,18082,7301,France zone II,
1405,Coordinate_Operation,18081,7301,France zone I,
1406,Coordinate_Operation,18093,7301,Sud France,
1407,Coordinate_Operation,18094,7301,Corse,
1408,Coordinate_Operation,18092,7301,Centre France,
1409,Coordinate_Operation,18091,7301,Nord France,
1410,Coordinate Reference System,27561,7301,NTF (Paris) / Nord France,
1411,Coordinate Reference System,27562,7301,NTF (Paris) / Centre France,
1412,Coordinate Reference System,27563,7301,NTF (Paris) / Sud France,
1413,Coordinate Reference System,27564,7301,NTF (Paris) / Corse,
1414,Coordinate Reference System,27571,7301,NTF (Paris) / France I,
1415,Coordinate Reference System,27572,7301,NTF (Paris) / France II,
1416,Coordinate Reference System,27573,7301,NTF (Paris) / France III,
1417,Coordinate Reference System,27574,7301,NTF (Paris) / France IV,
1418,Coordinate Reference System,27572,7301,NTF (Paris) / Lambert zone II Etendue,
1419,Datum,6156,7300,Jednotné Trigonometrické Síte Katastrální,
1421,Coordinate_Operation,1751,7301,Amersfoort to ETRF89 (1),
1422,Coordinate Reference System,2168,7301,Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 5,
1423,Coordinate_Operation,15302,7302,Tennessee,
1424,Coordinate_Operation,16269,7302,3-degree Gauss zone 9,
1425,Coordinate_Operation,16270,7302,3-degree Gauss zone 10,
1426,Coordinate_Operation,16271,7302,3-degree Gauss zone 11,
1427,Coordinate_Operation,16272,7302,3-degree Gauss zone 12,
1428,Coordinate_Operation,16273,7302,3-degree Gauss zone 13,
1429,Coordinate_Operation,16274,7302,3-degree Gauss zone 14,
1430,Coordinate_Operation,16275,7302,3-degree Gauss zone 15,
1431,Datum,6123,7300,Kartasto Koordinaati Järjestelmä 1966,
1432,Coordinate Reference System,2181,7301,ED50 / Turkey zone 9,
1433,Coordinate Reference System,2182,7301,ED50 / Turkey zone 10,
1434,Coordinate Reference System,2183,7301,ED50 / Turkey zone 11,
1435,Coordinate Reference System,2184,7301,ED50 / Turkey zone 12,
1436,Coordinate Reference System,2185,7301,ED50 / Turkey zone 13,
1437,Coordinate Reference System,2186,7301,ED50 / Turkey zone 14,
1438,Coordinate Reference System,2187,7301,ED50 / Turkey zone 15,
1439,Coordinate Reference System,2188,7301,Observatorio Flores / UTM zone 25N,
1440,Coordinate Reference System,2189,7301,Graciosa / UTM zone 26N,The same name is also used for the 1995 adjustment (see CRS code 3063).
1441,Coordinate Reference System,2190,7301,Sao Braz / UTM zone 26N,The same name is also used for the 1995 adjustment (see CRS code 3062).
1442,Coordinate_Operation,1781,7310,PD/83 to ETRS89,
1443,Coordinate_Operation,1782,7310,RD/83 to ETRS89,
1444,Coordinate Reference System,4207,7301,Lisbon 1937,
1445,Coordinate Reference System,4803,7301,Lisbon 1937 (Lisbon),
1446,Coordinate Reference System,20791,7301,Lisbon 1937 (Lisbon)/Portuguese Grid,
1447,Coordinate Reference System,20790,7301,Lisbon 1937 (Lisbon)/Portuguese National Grid,
1448,Coordinate_Operation,18411,7301,Afrique Occidentale Française Senegal zone,
1449,Coordinate_Operation,18412,7301,Afrique Occidentale Française Côte d'Ivoire zone,
1450,Coordinate_Operation,18413,7301,Afrique Occidentale Française Dahomey zone,
1451,Coordinate_Operation,18415,7301,Afrique Equatoriale Française ouest zone,
1452,Coordinate_Operation,18416,7301,Afrique Equatoriale Française centrale zone,
1453,Coordinate_Operation,18417,7301,Afrique Equatoriale Française est zone,
1454,Coordinate_Operation,18414,7301,Afrique Occidentale Française Niger zone,
1455,Coordinate_Operation,18411,7302,AOF Senegal zone,
1456,Coordinate_Operation,18412,7302,AOF Côte d'Ivoire zone,
1457,Coordinate_Operation,18413,7302,AOF Dahomey zone,
1458,Coordinate_Operation,18414,7302,AOF Niger zone,
1459,Coordinate_Operation,18415,7302,AEF west,
1460,Coordinate_Operation,18416,7302,AEF central,
1461,Coordinate_Operation,18417,7302,AEF east,
1462,Coordinate_Operation Method,9823,7301,Plate Carrée,This alias only applies if the latitude of natural origin is at the equator.
1464,Coordinate_Operation,1469,7301,Côte D'Ivoire to WGS 84 (1),Same alias also applied to Abidjan 1987 to WGS 84 (1) (code 1470).
1465,Coordinate_Operation,1469,7301,Port Bouet to WGS 84 (1),Same alias also applied to Abidjan 1987 to WGS 84 (1) (code 1470).
1466,Coordinate_Operation,1470,7301,Côte D'Ivoire to WGS 84 (1),Same alias also applied to Locodjo 1965 to WGS 84 (1) (code 1469).
1467,Coordinate_Operation,1470,7301,Port Bouet to WGS 84 (1),Same alias also applied to Locodjo 1965 to WGS 84 (1) (code 1469).
1468,Coordinate Reference System,2040,7301,Port Bouet / UTM zone 30N,Same alias used for Abidjan 1987 / UTM zone 30N (code 2041).
1469,Coordinate Reference System,2040,7301,Côte d'Ivoire / UTM zone 30N,Same alias used for Abidjan 1987 / UTM zone 30N (code 2041).
1470,Coordinate Reference System,2041,7301,Port Bouet / UTM zone 30N,Same alias used for Locodjo 1965 / UTM zone 30N (code 2040).
1471,Coordinate Reference System,2041,7301,Côte d'Ivoire / UTM zone 30N,Same alias used for Locodjo 1965 / UTM zone 30N (code 2040).
1472,Coordinate Reference System,2042,7301,Port Bouet / UTM zone 29N,Same alias used for Abidjan 1987 / UTM zone 29N (code 2043).
1473,Coordinate Reference System,2042,7301,Côte d'Ivoire / UTM zone 29N,Same alias used for Abidjan 1987 / UTM zone 29N (code 2043).
1474,Coordinate Reference System,2043,7301,Port Bouet / UTM zone 29N,Same alias used for Locodjo 1965 / UTM zone 29N (code 2042).
1475,Coordinate Reference System,2043,7301,Côte d'Ivoire / UTM zone 29N,Same alias used for Locodjo 1965 / UTM zone 29N (code 2042).
1479,Coordinate_Operation,18421,7301,Greenland zone 1 west,
1480,Coordinate_Operation,18428,7301,Greenland zone 8 west,
1481,Coordinate Reference System,2297,7301,Qornoq 1927 / Greenland zone 1 west,
1482,Coordinate Reference System,2307,7301,Qornoq 1927 / Greenland zone 8 west,
1483,Coordinate Reference System,32113,7301,NAD83 / New Mexico Central (m),
1484,Coordinate Reference System,26949,7301,NAD83 / Arizona Central (m),
1485,Coordinate Reference System,26929,7301,NAD83 / Alabama East (m),
1486,Coordinate Reference System,26930,7301,NAD83 / Alabama West (m),
1487,Coordinate Reference System,26931,7301,NAD83 / Alaska zone 1 (m),
1488,Coordinate Reference System,26940,7301,NAD83 / Alaska zone 10 (m),
1489,Coordinate Reference System,26932,7301,NAD83 / Alaska zone 2 (m),
1490,Coordinate Reference System,26933,7301,NAD83 / Alaska zone 3 (m),
1491,Coordinate Reference System,26934,7301,NAD83 / Alaska zone 4 (m),
1492,Coordinate Reference System,26935,7301,NAD83 / Alaska zone 5 (m),
1493,Coordinate Reference System,26936,7301,NAD83 / Alaska zone 6 (m),
1494,Coordinate Reference System,26937,7301,NAD83 / Alaska zone 7 (m),
1495,Coordinate Reference System,26938,7301,NAD83 / Alaska zone 8 (m),
1496,Coordinate Reference System,26939,7301,NAD83 / Alaska zone 9 (m),
1497,Coordinate Reference System,26948,7301,NAD83 / Arizona East (m),
1498,Coordinate Reference System,26950,7301,NAD83 / Arizona West (m),
1499,Coordinate Reference System,26951,7301,NAD83 / Arkansas North (m),
1500,Coordinate Reference System,26952,7301,NAD83 / Arkansas South (m),
1501,Coordinate Reference System,26941,7301,NAD83 / California zone 1 (m),
1502,Coordinate Reference System,26942,7301,NAD83 / California zone 2 (m),
1503,Coordinate Reference System,26943,7301,NAD83 / California zone 3 (m),
1504,Coordinate Reference System,26944,7301,NAD83 / California zone 4 (m),
1505,Coordinate Reference System,26945,7301,NAD83 / California zone 5 (m),
1506,Coordinate Reference System,26946,7301,NAD83 / California zone 6 (m),
1507,Coordinate Reference System,26954,7301,NAD83 / Colorado Central (m),
1508,Coordinate Reference System,26953,7301,NAD83 / Colorado North (m),
1509,Coordinate Reference System,26955,7301,NAD83 / Colorado South (m),
1510,Coordinate Reference System,26956,7301,NAD83 / Connecticut (m),
1511,Coordinate Reference System,26957,7301,NAD83 / Delaware (m),
1512,Coordinate Reference System,26958,7301,NAD83 / Florida East (m),
1513,Coordinate Reference System,26960,7301,NAD83 / Florida North (m),
1514,Coordinate Reference System,26959,7301,NAD83 / Florida West (m),
1515,Coordinate Reference System,26966,7301,NAD83 / Georgia East (m),
1516,Coordinate Reference System,26967,7301,NAD83 / Georgia West (m),
1517,Coordinate Reference System,26961,7301,NAD83 / Hawaii zone 1 (m),
1518,Coordinate Reference System,26962,7301,NAD83 / Hawaii zone 2 (m),
1519,Coordinate Reference System,26963,7301,NAD83 / Hawaii zone 3 (m),
1520,Coordinate Reference System,26964,7301,NAD83 / Hawaii zone 4 (m),
1521,Coordinate Reference System,26965,7301,NAD83 / Hawaii zone 5 (m),
1522,Coordinate Reference System,26969,7301,NAD83 / Idaho Central (m),
1523,Coordinate Reference System,26968,7301,NAD83 / Idaho East (m),
1524,Coordinate Reference System,26970,7301,NAD83 / Idaho West (m),
1525,Coordinate Reference System,26971,7301,NAD83 / Illinois East (m),
1526,Coordinate Reference System,26972,7301,NAD83 / Illinois West (m),
1527,Coordinate Reference System,26973,7301,NAD83 / Indiana East (m),
1528,Coordinate Reference System,26974,7301,NAD83 / Indiana West (m),
1529,Coordinate Reference System,26975,7301,NAD83 / Iowa North (m),
1530,Coordinate Reference System,26976,7301,NAD83 / Iowa South (m),
1531,Coordinate Reference System,26977,7301,NAD83 / Kansas North (m),
1532,Coordinate Reference System,26978,7301,NAD83 / Kansas South (m),
1533,Coordinate Reference System,2205,7301,NAD83 / Kentucky North (m),
1534,Coordinate Reference System,26980,7301,NAD83 / Kentucky South (m),
1535,Coordinate Reference System,26981,7301,NAD83 / Louisiana North (m),
1536,Coordinate Reference System,26982,7301,NAD83 / Louisiana South (m),
1537,Coordinate Reference System,26983,7301,NAD83 / Maine East (m),
1538,Coordinate Reference System,26984,7301,NAD83 / Maine West (m),
1539,Coordinate Reference System,26985,7301,NAD83 / Maryland (m),
1540,Coordinate Reference System,26987,7301,NAD83 / Massachusetts Island (m),
1541,Coordinate Reference System,26986,7301,NAD83 / Massachusetts Mainland (m),
1542,Coordinate Reference System,26989,7301,NAD83 / Michigan Central (m),
1543,Coordinate Reference System,26988,7301,NAD83 / Michigan North (m),
1544,Coordinate Reference System,26990,7301,NAD83 / Michigan South (m),
1545,Coordinate Reference System,26992,7301,NAD83 / Minnesota Central (m),
1546,Coordinate Reference System,26991,7301,NAD83 / Minnesota North (m),
1547,Coordinate Reference System,26993,7301,NAD83 / Minnesota South (m),
1548,Coordinate Reference System,26994,7301,NAD83 / Mississippi East (m),
1549,Coordinate Reference System,26995,7301,NAD83 / Mississippi West (m),
1550,Coordinate Reference System,26997,7301,NAD83 / Missouri Central (m),
1551,Coordinate Reference System,26996,7301,NAD83 / Missouri East (m),
1552,Coordinate Reference System,26998,7301,NAD83 / Missouri West (m),
1553,Coordinate Reference System,32100,7301,NAD83 / Montana (m),
1554,Coordinate Reference System,32104,7301,NAD83 / Nebraska (m),
1555,Coordinate Reference System,32108,7301,NAD83 / Nevada Central (m),
1556,Coordinate Reference System,32107,7301,NAD83 / Nevada East (m),
1557,Coordinate Reference System,32109,7301,NAD83 / Nevada West (m),
1558,Coordinate Reference System,32110,7301,NAD83 / New Hampshire (m),
1559,Coordinate Reference System,32111,7301,NAD83 / New Jersey (m),
1560,Coordinate Reference System,32112,7301,NAD83 / New Mexico East (m),
1561,Coordinate Reference System,32114,7301,NAD83 / New Mexico West (m),
1562,Coordinate Reference System,32116,7301,NAD83 / New York Central (m),
1563,Coordinate Reference System,32115,7301,NAD83 / New York East (m),
1564,Coordinate Reference System,32118,7301,NAD83 / New York Long Island (m),
1565,Coordinate Reference System,32117,7301,NAD83 / New York West (m),
1566,Coordinate Reference System,32119,7301,NAD83 / North Carolina (m),
1567,Coordinate Reference System,32120,7301,NAD83 / North Dakota North (m),
1568,Coordinate Reference System,32121,7301,NAD83 / North Dakota South (m),
1569,Coordinate Reference System,32122,7301,NAD83 / Ohio North (m),
1570,Coordinate Reference System,32123,7301,NAD83 / Ohio South (m),
1571,Coordinate Reference System,32124,7301,NAD83 / Oklahoma North (m),
1572,Coordinate Reference System,32125,7301,NAD83 / Oklahoma South (m),
1573,Coordinate Reference System,32126,7301,NAD83 / Oregon North (m),
1574,Coordinate Reference System,32127,7301,NAD83 / Oregon South (m),
1575,Coordinate Reference System,32128,7301,NAD83 / Pennsylvania North (m),
1576,Coordinate Reference System,32129,7301,NAD83 / Pennsylvania South (m),
1577,Coordinate Reference System,32130,7301,NAD83 / Rhode Island (m),
1578,Coordinate Reference System,32133,7301,NAD83 / South Carolina (m),
1579,Coordinate Reference System,32134,7301,NAD83 / South Dakota North (m),
1580,Coordinate Reference System,32135,7301,NAD83 / South Dakota South (m),
1581,Coordinate Reference System,32136,7301,NAD83 / Tennessee (m),
1582,Coordinate Reference System,32139,7301,NAD83 / Texas Central (m),
1583,Coordinate Reference System,32137,7301,NAD83 / Texas North (m),
1584,Coordinate Reference System,32138,7301,NAD83 / Texas North Central (m),
1585,Coordinate Reference System,32141,7301,NAD83 / Texas South (m),
1586,Coordinate Reference System,32140,7301,NAD83 / Texas South Central (m),
1587,Coordinate Reference System,32143,7301,NAD83 / Utah Central (m),
1588,Coordinate Reference System,32142,7301,NAD83 / Utah North (m),
1589,Coordinate Reference System,32144,7301,NAD83 / Utah South (m),
1590,Coordinate Reference System,32145,7301,NAD83 / Vermont (m),
1591,Coordinate Reference System,32146,7301,NAD83 / Virginia North (m),
1592,Coordinate Reference System,32147,7301,NAD83 / Virginia South (m),
1593,Coordinate Reference System,32148,7301,NAD83 / Washington North (m),
1594,Coordinate Reference System,32149,7301,NAD83 / Washington South (m),
1595,Coordinate Reference System,32150,7301,NAD83 / West Virginia North (m),
1596,Coordinate Reference System,32151,7301,NAD83 / West Virginia South (m),
1597,Coordinate Reference System,32153,7301,NAD83 / Wisconsin Central (m),
1598,Coordinate Reference System,32152,7301,NAD83 / Wisconsin North (m),
1599,Coordinate Reference System,32154,7301,NAD83 / Wisconsin South (m),
1600,Coordinate Reference System,32155,7301,NAD83 / Wyoming East (m),
1601,Coordinate Reference System,32156,7301,NAD83 / Wyoming East Central (m),
1602,Coordinate Reference System,32158,7301,NAD83 / Wyoming West (m),
1603,Coordinate Reference System,32157,7301,NAD83 / Wyoming West Central (m),
1604,Coordinate Reference System,32161,7301,NAD83 / Puerto Rico & Virgin Is. (m),
1605,Coordinate_Operation,10131,7301,Alabama CS83 East zone,
1606,Coordinate_Operation,10132,7301,Alabama CS83 West zone,
1607,Coordinate_Operation,10231,7301,Arizona CS83 East zone,
1608,Coordinate_Operation,10232,7301,Arizona CS83 Central zone,
1609,Coordinate_Operation,10233,7301,Arizona CS83 West zone,
1610,Coordinate_Operation,10331,7301,Arkansas CS83 North zone,
1611,Coordinate_Operation,10332,7301,Arkansas CS83 South zone,
1612,Coordinate_Operation,10431,7301,California CS83 zone 1,
1613,Coordinate_Operation,10432,7301,California CS83 zone 2,
1614,Coordinate_Operation,10433,7301,California CS83 zone 3,
1615,Coordinate_Operation,10434,7301,California CS83 zone 4,
1616,Coordinate_Operation,10435,7301,California CS83 zone 5,
1617,Coordinate_Operation,10436,7301,California CS83 zone 6,
1618,Coordinate_Operation,10531,7301,Colorado CS83 North zone,
1619,Coordinate_Operation,10532,7301,Colorado CS83 Central zone,
1620,Coordinate_Operation,10533,7301,Colorado CS83 South zone,
1621,Coordinate_Operation,10630,7301,Connecticut CS83,
1622,Coordinate_Operation,10730,7301,Delaware CS83,
1623,Coordinate_Operation,10931,7301,Florida CS83 East zone,
1624,Coordinate_Operation,10932,7301,Florida CS83 West zone,
1625,Coordinate_Operation,10933,7301,Florida CS83 North zone,
1626,Coordinate_Operation,11031,7301,Georgia CS83 East zone,
1627,Coordinate_Operation,11032,7301,Georgia CS83 West zone,
1628,Coordinate_Operation,11131,7301,Idaho CS83 East zone,
1629,Coordinate_Operation,11132,7301,Idaho CS83 Central zone,
1630,Coordinate_Operation,11133,7301,Idaho CS83 West zone,
1631,Coordinate_Operation,11231,7301,Illinois CS83 East zone,
1632,Coordinate_Operation,11232,7301,Illinois CS83 West zone,
1633,Coordinate_Operation,11331,7301,Indiana CS83 East zone,
1634,Coordinate_Operation,11332,7301,Indiana CS83 West zone,
1635,Coordinate_Operation,11431,7301,Iowa CS83 North zone,
1636,Coordinate_Operation,11432,7301,Iowa CS83 South zone,
1637,Coordinate_Operation,11531,7301,Kansas CS83 North zone,
1638,Coordinate_Operation,11532,7301,Kansas CS83 South zone,
1640,Coordinate_Operation,11632,7301,Kentucky CS83 South zone,
1641,Coordinate_Operation,11731,7301,Louisiana CS83 North zone,
1642,Coordinate_Operation,11732,7301,Louisiana CS83 South zone,
1643,Coordinate_Operation,11831,7301,Maine CS83 East zone,
1644,Coordinate_Operation,11832,7301,Maine CS83 West zone,
1645,Coordinate_Operation,11930,7301,Maryland CS83,
1646,Coordinate_Operation,12031,7301,Massachusetts CS83 Mainland zone,
1647,Coordinate_Operation,12032,7301,Massachusetts CS83 Island zone,
1648,Coordinate_Operation,12141,7301,Michigan CS83 North zone,
1649,Coordinate_Operation,12142,7301,Michigan CS83 Central zone,
1650,Coordinate_Operation,12143,7301,Michigan CS83 South zone,
1651,Coordinate_Operation,12231,7301,Minnesota CS83 North zone,
1652,Coordinate_Operation,12232,7301,Minnesota CS83 Central zone,
1653,Coordinate_Operation,12233,7301,Minnesota CS83 South zone,
1654,Coordinate_Operation,12331,7301,Mississippi CS83 East zone,
1655,Coordinate_Operation,12332,7301,Mississippi CS83 West zone,
1656,Coordinate_Operation,12431,7301,Missouri CS83 East zone,
1657,Coordinate_Operation,12433,7301,Missouri CS83 West zone,
1658,Coordinate_Operation,12530,7301,Montana CS83,
1659,Coordinate_Operation,12630,7301,Nebraska CS83,
1660,Coordinate_Operation,12731,7301,Nevada CS83 East zone,
1661,Coordinate_Operation,12732,7301,Nevada CS83 Central zone,
1662,Coordinate_Operation,12733,7301,Nevada CS83 West zone,
1663,Coordinate_Operation,12830,7301,New Hampshire CS83,
1664,Coordinate_Operation,12930,7301,New Jersey CS83,
1665,Coordinate_Operation,13031,7301,New Mexico CS83 East zone,
1666,Coordinate_Operation,13032,7301,New Mexico CS83 Central zone,
1667,Coordinate_Operation,13033,7301,New Mexico CS83 West zone,
1668,Coordinate_Operation,13131,7301,New York CS83 East zone,
1669,Coordinate_Operation,13132,7301,New York CS83 Central zone,
1670,Coordinate_Operation,13133,7301,New York CS83 West zone,
1671,Coordinate_Operation,13134,7301,New York CS83 Long Island zone,
1672,Coordinate_Operation,13230,7301,North Carolina CS83,
1673,Coordinate_Operation,13331,7301,North Dakota CS83 North zone,
1674,Coordinate_Operation,13332,7301,North Dakota CS83 South zone,
1675,Coordinate_Operation,13431,7301,Ohio CS83 North zone,
1676,Coordinate_Operation,13432,7301,Ohio CS83 South zone,
1677,Coordinate_Operation,13531,7301,Oklahoma CS83 North zone,
1678,Coordinate_Operation,13532,7301,Oklahoma CS83 South zone,
1679,Coordinate_Operation,13631,7301,Oregon CS83 North zone,
1680,Coordinate_Operation,13632,7301,Oregon CS83 South zone,
1681,Coordinate_Operation,13731,7301,Pennsylvania CS83 North zone,
1682,Coordinate_Operation,13732,7301,Pennsylvania CS83 South zone,
1683,Coordinate_Operation,13830,7301,Rhode Island CS83,
1684,Coordinate_Operation,13930,7301,South Carolina CS83,
1685,Coordinate_Operation,14031,7301,South Dakota CS83 North zone,
1686,Coordinate_Operation,14032,7301,South Dakota CS83 South zone,
1687,Coordinate_Operation,14130,7301,Tennessee CS83,
1688,Coordinate_Operation,14231,7301,Texas CS83 North zone,
1689,Coordinate_Operation,14232,7301,Texas CS83 North Central zone,
1690,Coordinate_Operation,14233,7301,Texas CS83 Central zone,
1691,Coordinate_Operation,14234,7301,Texas CS83 South Central zone,
1692,Coordinate_Operation,14235,7301,Texas CS83 South zone,
1693,Coordinate_Operation,14331,7301,Utah CS83 North zone,
1694,Coordinate_Operation,14332,7301,Utah CS83 Central zone,
1695,Coordinate_Operation,14333,7301,Utah CS83 South zone,
1696,Coordinate_Operation,14430,7301,Vermont CS83,
1697,Coordinate_Operation,14531,7301,Virginia CS83 North zone,
1698,Coordinate_Operation,14532,7301,Virginia CS83 South zone,
1699,Coordinate_Operation,14631,7301,Washington CS83 North zone,
1700,Coordinate_Operation,14632,7301,Washington CS83 South zone,
1701,Coordinate_Operation,14731,7301,West Virginia CS83 North zone,
1702,Coordinate_Operation,14732,7301,West Virginia CS83 South zone,
1703,Coordinate_Operation,14831,7301,Wisconsin CS83 North zone,
1704,Coordinate_Operation,14832,7301,Wisconsin CS83 Central zone,
1705,Coordinate_Operation,14833,7301,Wisconsin CS83 South zone,
1706,Coordinate_Operation,14931,7301,Wyoming CS83 East zone,
1707,Coordinate_Operation,14932,7301,Wyoming CS83 East Central zone,
1708,Coordinate_Operation,14933,7301,Wyoming CS83 West Central zone,
1709,Coordinate_Operation,14934,7301,Wyoming CS83 West zone,
1710,Coordinate_Operation,15031,7301,Alaska CS83 zone 1,
1711,Coordinate_Operation,15032,7301,Alaska CS83 zone 2,
1712,Coordinate_Operation,15033,7301,Alaska CS83 zone 3,
1713,Coordinate_Operation,15034,7301,Alaska CS83 zone 4,
1714,Coordinate_Operation,15035,7301,Alaska CS83 zone 5,
1715,Coordinate_Operation,15036,7301,Alaska CS83 zone 6,
1716,Coordinate_Operation,15037,7301,Alaska CS83 zone 7,
1717,Coordinate_Operation,15038,7301,Alaska CS83 zone 8,
1718,Coordinate_Operation,15039,7301,Alaska CS83 zone 9,
1719,Coordinate_Operation,15040,7301,Alaska CS83 zone 10,
1720,Coordinate_Operation,15131,7301,Hawaii CS83 zone 1,
1721,Coordinate_Operation,15132,7301,Hawaii CS83 zone 2,
1722,Coordinate_Operation,15133,7301,Hawaii CS83 zone 3,
1723,Coordinate_Operation,15134,7301,Hawaii CS83 zone 4,
1724,Coordinate_Operation,15135,7301,Hawaii CS83 zone 5,
1725,Coordinate_Operation,15230,7301,Puerto Rico & Virgin Islands CS83,
1726,Coordinate_Operation,15303,7301,Kentucky CS83 North zone,
1727,Coordinate_Operation,12432,7301,Missouri CS83 Central zone,
1728,Coordinate_Operation,15303,7302,Kentucky North,
1729,Coordinate_Operation,10532,7302,Colorado Central,
1730,Coordinate Reference System,4282,7301,Congo 1960 Pointe Noire,
1731,Coordinate Reference System,28232,7301,Congo 1960 Pointe Noire / UTM zone 32S,
1732,Coordinate_Operation,1801,7301,Congo 1960 Pointe Noire to WGS 84 (2),
1733,Coordinate_Operation,1802,7301,Congo 1960 Pointe Noire to WGS 84 (3),
1734,Coordinate_Operation,1200,7301,Congo 1960 Pointe Noire to WGS 84 (1),
1735,Coordinate_Operation,15914,7301,BLM zone 14N in feet,
1736,Coordinate_Operation,15915,7301,BLM zone 15N in feet,
1737,Coordinate_Operation,15916,7301,BLM zone 16N in feet,
1738,Coordinate_Operation,15917,7301,BLM zone 17N in feet,
1739,Coordinate Reference System,21149,7301,Genuk / UTM zone 49S,
1740,Coordinate Reference System,2308,7301,Genuk / TM 109 SE,
1741,Datum,5133,7302,AIOC95,
1742,Coordinate Reference System,5705,7301,Kronshstadt,
1743,Datum,6199,7301,New Egyptian,Old Egyptian is an alias for Egypt 1907 (code 6229).
1744,Datum,6229,7301,Old Egyptian,New Egyptian is an alias for Egypt 1930 (code 6199).
1745,Coordinate Reference System,4199,7301,New Egyptian,Old Egyptian is an alias for Egypt 1907 (code 4229).
1746,Coordinate Reference System,4229,7301,Old Egyptian,New Egyptian is an alias for Egypt 1930 (code 4199).
1747,Coordinate_Operation,1516,7301,PSAD56 to WGS 84,
1748,Coordinate_Operation,1813,7301,Genuk to WGS 84 (ONWJ),
1749,Coordinate Reference System,32064,7301,NAD27 / UTM zone 14N (ftUS),Non-metric equivalent of NAD27 / UTM zone 14N (code 26714). UTM is a metric system so strictly this is not UTM.
1750,Coordinate Reference System,32065,7301,NAD27 / UTM zone 15N (ftUS),Non-metric equivalent of NAD27 / UTM zone 15N (code 26715). UTM is a metric system so strictly this is not UTM.
1751,Coordinate Reference System,32066,7301,NAD27 / UTM zone 16N (ftUS),Non-metric equivalent of NAD27 / UTM zone 16N (code 26716). UTM is a metric system so strictly this is not UTM.
1752,Coordinate Reference System,32067,7301,NAD27 / UTM zone 17N (ftUS),Non-metric equivalent of NAD27 / UTM zone 17N (code 26717). UTM is a metric system so strictly this is not UTM.
1754,Coordinate Reference System,2319,7301,ED50 / 3-degree Gauss-Kruger CM 27E,
1755,Coordinate Reference System,2320,7301,ED50 / 3-degree Gauss-Kruger CM 30E,
1756,Coordinate Reference System,2321,7301,ED50 / 3-degree Gauss-Kruger CM 33E,
1757,Coordinate Reference System,2322,7301,ED50 / 3-degree Gauss-Kruger CM 36E,
1758,Coordinate Reference System,2323,7301,ED50 / 3-degree Gauss-Kruger CM 39E,
1759,Coordinate Reference System,2324,7301,ED50 / 3-degree Gauss-Kruger CM 42E,
1760,Coordinate Reference System,2325,7301,ED50 / 3-degree Gauss-Kruger CM 45E,
1761,Datum,6612,7302,JGD2000,
1762,Datum,5137,7301,Huang Hai 1985,
1763,Datum,5135,7302,HKPD,
1765,Coordinate Reference System,5736,7301,Huang Hai 1956,
1766,Coordinate Reference System,5738,7302,HKPD,
1767,Coordinate Reference System,2343,7301,Xian 1980 / 6-degree Gauss-Kruger CM 105E,
1768,Coordinate Reference System,2344,7301,Xian 1980 / 6-degree Gauss-Kruger CM 111E,
1769,Coordinate Reference System,2338,7301,Xian 1980 / 6-degree Gauss-Kruger CM 75E,
1770,Coordinate Reference System,2342,7301,Xian 1980 / 6-degree Gauss-Kruger CM 99E,
1771,Coordinate Reference System,2348,7301,Xian 1980 / 6-degree Gauss-Kruger CM 135E,
1772,Coordinate Reference System,2339,7301,Xian 1980 / 6-degree Gauss-Kruger CM 81E,
1773,Coordinate Reference System,2340,7301,Xian 1980 / 6-degree Gauss-Kruger CM 87E,
1774,Coordinate Reference System,2341,7301,Xian 1980 / 6-degree Gauss-Kruger CM 93E,
1775,Coordinate Reference System,2345,7301,Xian 1980 / 6-degree Gauss-Kruger CM 117E,
1776,Coordinate Reference System,2346,7301,Xian 1980 / 6-degree Gauss-Kruger CM 123E,
1777,Coordinate Reference System,2347,7301,Xian 1980 / 6-degree Gauss-Kruger CM 129E,
1778,Datum,6611,7302,HK80,
1779,Datum,5135,7301,Ordnance Datum,This is the former name.
1780,Datum,5136,7301,Admiralty Datum,This is the former name.
1781,Coordinate Reference System,5737,7301,Huang Hai 1985,
1782,Coordinate Reference System,2326,7302,HK 1980 Grid System,
1783,Coordinate Reference System,4611,7302,HK1980,
1784,Coordinate_Operation Parameter,8802,7301,Central Meridian,"Abbeviated as ""CM""."
1785,Coordinate_Operation Parameter,8802,7302,CM,"Abbreviation for ""Central Meridian""."
1786,Coordinate Reference System,2327,7301,Xian 1980 / 6-degree Gauss-Kruger zone 13,Part of the China National Coordinate System of 1980.
1787,Coordinate Reference System,2328,7301,Xian 1980 / 6-degree Gauss-Kruger zone 14,Part of the China National Coordinate System of 1980.
