coord_op_code,coord_op_name,coord_op_type,source_crs_code,target_crs_code,coord_tfm_version,coord_op_variant,area_of_use_code,coord_op_scope,coord_op_accuracy,coord_op_method_code,uom_code_source_coord_diff,uom_code_target_coord_diff,remarks,information_source,data_source,revision_date,change_id,show_operation,deprecated
18110,India zone 0,conversion,,,,,1668,Large and medium scale topographic mapping and engineering survey.,0,9801,,,BEWARE ! Different yard to metre conversion values have been used in different parts of south Asia. Some areas have changed conversion value with time.,US Army Map Service projection tables; 1943.,OGP,1999-10-20,1995.300 1996.010 1996.020 1996.290 1997.231,1,0
18111,India zone I,conversion,,,,,1669,Large and medium scale topographic mapping and engineering survey.,0,9801,,,BEWARE ! Different yard to metre conversion values have been used in different parts of south Asia. Some areas have changed conversion value with time.,US Army Map Service projection tables; 1943.,OGP,1999-10-20,1995.300 1996.020 1996.290 1997.231,1,0
18112,India zone IIa,conversion,,,,,1670,Large and medium scale topographic mapping and engineering survey.,0,9801,,,BEWARE ! Different yard to metre conversion values have been used in different parts of south Asia. Some areas have changed conversion value with time.,US Army Map Service projection tables; 1943.,OGP,1999-10-20,1995.280 1996.020 1997.231,1,0
18113,India zone IIb,conversion,,,,,1671,Large and medium scale topographic mapping and engineering survey.,0,9801,,,BEWARE ! Different yard to metre conversion values have been used in different parts of south Asia. Some areas have changed conversion value with time.,US Army Map Service projection tables; 1943.,OGP,2000-03-07,1995.280 1996.020 1997.231 2000.094,1,0
18114,India zone IIIa,conversion,,,,,1672,Large and medium scale topographic mapping and engineering survey.,0,9801,,,BEWARE ! Different yard to metre conversion values have been used in different parts of south Asia. Some areas have changed conversion value with time.,US Army Map Service projection tables; 1943.,OGP,2000-03-07,1995.280 1996.020 1997.231 2000.094,1,0
18115,India zone IIIb,conversion,,,,,2292,Large and medium scale topographic mapping and engineering survey.,0,9801,,,BEWARE ! Different yard to metre conversion values have been used in different parts of south Asia. Some areas have changed conversion value with time.,US Army Map Service projection tables; 1943.,OGP,1999-10-20,1995.280 1996.020 1997.231,1,0
18116,India zone IVa,conversion,,,,,1673,Large and medium scale topographic mapping and engineering survey.,0,9801,,,BEWARE ! Different yard to metre conversion values have been used in different parts of south Asia. Some areas have changed conversion value with time.,US Army Map Service projection tables; 1943.,OGP,2000-03-07,1995.280 1996.020 1997.231 2000.094,1,0
18117,India zone IVb,conversion,,,,,2293,Large and medium scale topographic mapping and engineering survey.,0,9801,,,BEWARE ! Different yard to metre conversion values have been used in different parts of south Asia. Some areas have changed conversion value with time.,US Army Map Service projection tables; 1943.,OGP,1999-10-20,1995.280 1996.020 1997.231,1,0
18121,Italy zone 1,conversion,,,,,1718,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Original transformation by Gauss-Boaga formula,,OGP,1995-12-02,,1,0
18122,Italy zone 2,conversion,,,,,1719,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Original transformation by Gauss-Boaga formula,,OGP,1995-12-02,,1,0
18131,Nord Maroc,conversion,,,,,1703,Large and medium scale topographic mapping and engineering survey.,0,9801,,,A projection with the same parameter values used the Lambert Conic Near-Conformal method (EPSG code 9817) prior to 1953.,IGN Paris.,OGP,2002-09-19,1999.203 2002.640,1,0
18132,Sud Maroc,conversion,,,,,2787,Large and medium scale topographic mapping and engineering survey.,0,9801,,,A projection with the same parameter values used the Lambert Conic Near-Conformal method (EPSG code 9817) prior to 1953.,IGN Paris.,OGP,2002-09-19,1999.203 2002.640,1,0
18133,Sahara,conversion,,,,,1705,Large and medium scale topographic mapping and engineering survey.,0,9801,,,Created in 1977 to cover Sahara Marocain (ex Spanish Sahara),IGN Paris.,OGP,1996-09-12,,1,1
18134,Sahara Nord,conversion,,,,,2788,Large and medium scale topographic mapping and engineering survey.,0,9801,,,Created in 1977.,IGN Paris.,OGP,2002-09-19,,1,0
18135,Sahara Sud,conversion,,,,,2789,Large and medium scale topographic mapping and engineering survey.,0,9801,,,,IGN Paris.,OGP,2002-09-19,,1,0
18141,New Zealand North Island National Grid,conversion,,,,,1500,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Replaced by New Zealand Map Grid (code 19917). Used for topographic mapping.,,OGP,1999-10-20,1995.300 1996.290 1997.231,1,0
18142,New Zealand South Island National Grid,conversion,,,,,3344,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Replaced by New Zealand Map Grid (code 19917). Used for topographic mapping.,,OGP,1999-10-20,1995.300 1996.290 1997.231,1,0
18151,Nigeria West Belt,conversion,,,,,1715,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,,OGP,1995-12-02,1995.300 1996.290,1,0
18152,Nigeria Mid Belt,conversion,,,,,1714,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,,OGP,1995-12-02,1995.300 1996.290,1,0
18153,Nigeria East Belt,conversion,,,,,1713,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,,OGP,1995-12-02,1995.300 1996.290,1,0
18161,Peru west zone,conversion,,,,,1753,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,,OGP,1995-12-02,1995.300 1996.290,1,0
18162,Peru central zone,conversion,,,,,1752,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,,OGP,1995-12-02,1995.300 1996.290,1,0
18163,Peru east zone,conversion,,,,,1751,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,,OGP,1995-12-02,1995.300 1996.290,1,0
18171,Philippines zone I,conversion,,,,,1698,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,,OGP,2000-03-07,1995.300 2000.093,1,0
18172,Philippines zone II,conversion,,,,,1699,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,,OGP,2000-03-07,1995.300 2000.093,1,0
18173,Philippines zone III,conversion,,,,,1700,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,,OGP,2000-03-07,1995.300 2000.093,1,0
18174,Philippines zone IV,conversion,,,,,1701,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,,OGP,2000-03-07,1995.300 2000.093,1,0
18175,Philippines zone V,conversion,,,,,1702,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,,OGP,2000-03-07,1995.300 2000.093,1,0
18180,Finland zone 0,conversion,,,,,3092,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,National Land Survey of Finland;¶http://www.maanmittauslaitos.fi,OGP,2006-03-30,,1,0
18181,Nord Tunisie,conversion,,,,,1619,Large and medium scale topographic mapping and engineering survey.,0,9801,,,,,OGP,1996-09-12,1995.300,1,0
18182,Sud Tunisie,conversion,,,,,1620,Large and medium scale topographic mapping and engineering survey.,0,9801,,,,,OGP,1996-09-12,,1,0
18183,Finland ETRS-GK19,conversion,,,,,3092,"Large scale topographic mapping, cadastral and engineering survey.",0,9807,,,,National Land Survey of Finland.,OGP,2005-04-14,,1,0
18184,Finland ETRS-GK20,conversion,,,,,3093,"Large scale topographic mapping, cadastral and engineering survey.",0,9807,,,,National Land Survey of Finland.,OGP,2005-04-14,,1,0
18185,Finland ETRS-GK21,conversion,,,,,3094,"Large scale topographic mapping, cadastral and engineering survey.",0,9807,,,,National Land Survey of Finland.,OGP,2005-04-14,,1,0
18186,Finland ETRS-GK22,conversion,,,,,3095,"Large scale topographic mapping, cadastral and engineering survey.",0,9807,,,,National Land Survey of Finland.,OGP,2005-04-14,,1,0
18187,Finland ETRS-GK23,conversion,,,,,3096,"Large scale topographic mapping, cadastral and engineering survey.",0,9807,,,,National Land Survey of Finland.,OGP,2005-04-14,,1,0
18188,Finland ETRS-GK24,conversion,,,,,3097,"Large scale topographic mapping, cadastral and engineering survey.",0,9807,,,,National Land Survey of Finland.,OGP,2005-04-14,,1,0
18189,Finland ETRS-GK25,conversion,,,,,3098,"Large scale topographic mapping, cadastral and engineering survey.",0,9807,,,,National Land Survey of Finland.,OGP,2005-04-14,,1,0
18190,Finland ETRS-GK26,conversion,,,,,3099,"Large scale topographic mapping, cadastral and engineering survey.",0,9807,,,,National Land Survey of Finland.,OGP,2005-04-14,,1,0
18191,Finland zone 1,conversion,,,,,1536,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,www.nls.fi/maa/papers/kkj.html,OGP,1997-07-22,,1,0
18192,Finland zone 2,conversion,,,,,1537,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,www.nls.fi/maa/papers/kkj.html,OGP,1997-07-22,,1,0
18193,Finland Uniform Coordinate System,conversion,,,,,1095,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Used by Uniform Coordinate System over all country and also by zone 3 of Basic Coordinate System at larger scales.,www.nls.fi/maa/papers/kkj.html,OGP,1997-07-22,,1,0
18194,Finland zone 4,conversion,,,,,1539,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,www.nls.fi/maa/papers/kkj.html,OGP,1997-07-22,,1,0
18195,Finland ETRS-GK27,conversion,,,,,3100,"Large scale topographic mapping, cadastral and engineering survey.",0,9807,,,,National Land Survey of Finland.,OGP,2005-04-14,,1,0
18196,Finland ETRS-GK28,conversion,,,,,3101,"Large scale topographic mapping, cadastral and engineering survey.",0,9807,,,,National Land Survey of Finland.,OGP,2005-04-14,,1,0
18197,Finland ETRS-GK29,conversion,,,,,3102,"Large scale topographic mapping, cadastral and engineering survey.",0,9807,,,,National Land Survey of Finland.,OGP,2005-04-14,,1,0
18198,Finland ETRS-GK30,conversion,,,,,3103,"Large scale topographic mapping, cadastral and engineering survey.",0,9807,,,,National Land Survey of Finland.,OGP,2005-04-14,,1,0
18199,Finland ETRS-GK31,conversion,,,,,3104,"Large scale topographic mapping, cadastral and engineering survey.",0,9807,,,,National Land Survey of Finland.,OGP,2005-04-14,,1,0
18201,Palestine Grid,conversion,,,,,1356,Large and medium scale topographic mapping and engineering survey.,0,9806,,,Also encountered as a Transverse Mercator projection with scale factor of 1. The difference in conversion caused by the change of formula does not exceed 2m within Israel. Within the State of Israel replaced by the Israeli CS Grid (EPSG code 18203).,,OGP,1999-04-22,,1,0
18202,Palestine Belt,conversion,,,,,1356,Large and medium scale topographic mapping and engineering survey.,0,9807,,,"Originally constructed as the Palestine Grid - EPSG code 18201. Adopted by the US Army Map Service as ""Palestine Belt"" with change of projection method and false northing (FN). Sometimes seen with unchanged FN of 126867.909.",,OGP,1999-04-22,,1,0
18203,Israeli CS,conversion,,,,,2603,Large and medium scale topographic mapping and engineering survey.,0,9806,,,,Survey of Israel,OGP,2005-09-29,2002.340 2005.460,1,0
18204,Israeli TM,conversion,,,,,2603,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Designed to approximate Israeli CRS grid in north-central Israel.,Survey of Israel,OGP,2005-09-29,2002.340 2005.460,1,0
18205,Finland zone 5,conversion,,,,,3385,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,National Land Survey of Finland;¶http://www.maanmittauslaitos.fi,OGP,2006-03-30,,1,0
18211,Guatemala Norte,conversion,,,,,2120,Large and medium scale topographic mapping and engineering survey.,0,9801,,,,,OGP,1999-08-16,,1,0
18212,Guatemala Sur,conversion,,,,,2121,Large and medium scale topographic mapping and engineering survey.,0,9801,,,,,OGP,2000-01-06,1999.950,1,0
18221,NGO zone I,conversion,,,,,1741,"Large and medium scale topographic mapping, cadastral and engineering survey.",0,9807,,,Longitude is referenced to the Oslo meridian.,"J. Danielsen; ""Transformasjoner ved Norges Geografiske Oppmåling""; Kart Og Plan nr 1; 1982.",OGP,2003-01-16,2003.020,1,0
18222,NGO zone II,conversion,,,,,1742,"Large and medium scale topographic mapping, cadastral and engineering survey.",0,9807,,,Longitude is referenced to the Oslo meridian.,"J. Danielsen; ""Transformasjoner ved Norges Geografiske Oppmåling""; Kart Og Plan nr 1; 1982.",OGP,2003-01-16,2003.020,1,0
18223,NGO zone III,conversion,,,,,1743,"Large and medium scale topographic mapping, cadastral and engineering survey.",0,9807,,,Longitude is referenced to the Oslo meridian.,"J. Danielsen; ""Transformasjoner ved Norges Geografiske Oppmåling""; Kart Og Plan nr 1; 1982.",OGP,2003-01-16,2003.020,1,0
18224,NGO zone IV,conversion,,,,,1744,"Large and medium scale topographic mapping, cadastral and engineering survey.",0,9807,,,Longitude is referenced to the Oslo meridian.,"J. Danielsen; ""Transformasjoner ved Norges Geografiske Oppmåling""; Kart Og Plan nr 1; 1982.",OGP,2003-01-16,2003.020,1,0
18225,NGO zone V,conversion,,,,,1745,"Large and medium scale topographic mapping, cadastral and engineering survey.",0,9807,,,Longitude is referenced to the Oslo meridian.,"J. Danielsen; ""Transformasjoner ved Norges Geografiske Oppmåling""; Kart Og Plan nr 1; 1982.",OGP,2003-01-16,2003.020,1,0
18226,NGO zone VI,conversion,,,,,1746,"Large and medium scale topographic mapping, cadastral and engineering survey.",0,9807,,,Longitude is referenced to the Oslo meridian.,"J. Danielsen; ""Transformasjoner ved Norges Geografiske Oppmåling""; Kart Og Plan nr 1; 1982.",OGP,2003-01-16,2003.020,1,0
18227,NGO zone VII,conversion,,,,,1747,"Large and medium scale topographic mapping, cadastral and engineering survey.",0,9807,,,Longitude is referenced to the Oslo meridian.,"J. Danielsen; ""Transformasjoner ved Norges Geografiske Oppmåling""; Kart Og Plan nr 1; 1982.",OGP,2003-01-16,2003.020,1,0
18228,NGO zone VIII,conversion,,,,,1748,"Large and medium scale topographic mapping, cadastral and engineering survey.",0,9807,,,Longitude is referenced to the Oslo meridian.,"J. Danielsen; ""Transformasjoner ved Norges Geografiske Oppmåling""; Kart Og Plan nr 1; 1982.",OGP,2003-01-16,2003.020,1,0
18231,India zone I (1975 metres),conversion,,,,,1676,Large and medium scale topographic mapping and engineering survey.,0,9801,,,BEWARE ! Different yard to metre conversion values have been used in different parts of south Asia. Some areas have changed conversion value with time.,,OGP,2000-04-23,2000.390,1,0
18232,India zone IIa (1975 metres),conversion,,,,,1677,Large and medium scale topographic mapping and engineering survey.,0,9801,,,BEWARE ! Different yard to metre conversion values have been used in different parts of south Asia. Some areas have changed conversion value with time.,,OGP,2000-04-23,2000.390,1,0
18233,India zone IIIa (1975 metres),conversion,,,,,1672,Large and medium scale topographic mapping and engineering survey.,0,9801,,,BEWARE ! Different yard to metre conversion values have been used in different parts of south Asia. Some areas have changed conversion value with time.,,OGP,2000-04-23,2000.390,1,0
18234,India zone IVa (1975 metres),conversion,,,,,1673,Large and medium scale topographic mapping and engineering survey.,0,9801,,,BEWARE ! Different yard to metre conversion values have been used in different parts of south Asia. Some areas have changed conversion value with time.,,OGP,2000-04-23,2000.390,1,0
18235,India zone IIb (1975 metres),conversion,,,,,1678,Large and medium scale topographic mapping and engineering survey.,0,9801,,,BEWARE ! Different yard to metre conversion values have been used in different parts of south Asia. Some areas have changed conversion value with time.,,OGP,2000-04-23,2000.390,1,0
18236,India zone I (1962 metres),conversion,,,,,1685,Large and medium scale topographic mapping and engineering survey.,0,9801,,,BEWARE ! Different yard to metre conversion values have been used in different parts of south Asia. Some areas have changed conversion value with time.,,OGP,1999-10-20,,1,0
18237,India zone IIa (1962 metres),conversion,,,,,1686,Large and medium scale topographic mapping and engineering survey.,0,9801,,,BEWARE ! Different yard to metre conversion values have been used in different parts of south Asia. Some areas have changed conversion value with time.,,OGP,1999-10-20,,1,0
18238,India zone IIb (1937 metres),conversion,,,,,1041,Large and medium scale topographic mapping and engineering survey.,0,9801,,,BEWARE ! Different yard to metre conversion values have been used in different parts of south Asia. Some areas have changed conversion value with time.,,OGP,2000-04-23,2000.390,1,0
18240,Libya zone 5,conversion,,,,,1470,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Replaced by Libya TM zone 5 (code 18310).,Brown and Root,OGP,2000-03-07,,1,0
18241,Libya zone 6,conversion,,,,,1471,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Replaced by Libya TM zone 6 (code 18311).,Brown and Root,OGP,2000-03-07,,1,0
18242,Libya zone 7,conversion,,,,,1472,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Replaced by Libya TM zone 7 (code 18312).,Brown and Root,OGP,2000-03-07,,1,0
18243,Libya zone 8,conversion,,,,,1473,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Replaced by Libya TM zone 8 (code 18313).,Brown and Root,OGP,2000-03-07,,1,0
18244,Libya zone 9,conversion,,,,,1474,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Replaced by Libya TM zone 9 (code 18314).,Brown and Root,OGP,2000-03-07,,1,0
18245,Libya zone 10,conversion,,,,,1475,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Replaced by Libya TM zone 10 (code 18315).,Brown and Root,OGP,2000-03-07,,1,0
18246,Libya zone 11,conversion,,,,,1476,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Replaced by Libya TM zone 11 (code 18316).,Brown and Root,OGP,2000-03-07,,1,0
18247,Libya zone 12,conversion,,,,,1477,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Replaced by Libya TM zone 12 (code 18317).,Brown and Root,OGP,2000-03-07,,1,0
18248,Libya zone 13,conversion,,,,,1478,Large and medium scale topographic mapping and engineering survey.,0,9807,,,Replaced by Libya TM zone 13 (code 18318).,Brown and Root,OGP,2000-03-07,,1,0
18251,Korea East Belt,conversion,,,,,1496,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,Clifford J. Mugnier; Photogrammertric Engineering and Remote Sensing,OGP,2000-03-07,,1,0
18252,Korea Central Belt,conversion,,,,,1497,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,Clifford J. Mugnier; Photogrammertric Engineering and Remote Sensing,OGP,2000-03-07,,1,0
18253,Korea West Belt,conversion,,,,,1498,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,Clifford J. Mugnier; Photogrammertric Engineering and Remote Sensing,OGP,2000-03-07,,1,0
18260,Maracaibo Grid (M1),conversion,,,,,1319,Oil exploration.,0,9801,,,Grid coordinates are (0 0) at Maracaibo Cathedral.,Various oil company sources.,OGP,2000-03-07,,1,0
18261,Maracaibo Grid,conversion,,,,,1319,Oil exploration.,0,9801,,,Grid coordinates are (200000 200000) at Maracaibo Cathedral.,Various oil company sources.,OGP,2000-03-07,,1,0
18262,Maracaibo Grid (M3),conversion,,,,,1319,Oil exploration.,0,9801,,,Grid coordinates are (500000 500000) at Maracaibo Cathedral.,Various oil company sources.,OGP,2000-03-07,,1,0
18263,Maracaibo La Rosa Grid,conversion,,,,,1319,Oil exploration.,0,9801,,,Grid coordinates are (-17044E 29545N) at Maracaibo Cathedral.,Various oil company sources.,OGP,2000-06-23,,1,0
18275,Balkans zone 5,conversion,,,,,1709,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,OGP,OGP,2001-06-05,,1,0
18276,Balkans zone 6,conversion,,,,,1710,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,OGP,OGP,2001-06-05,,1,0
18277,Balkans zone 7,conversion,,,,,1711,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,OGP,OGP,2001-06-05,,1,0
18278,Balkans zone 8,conversion,,,,,1712,Large and medium scale topographic mapping and engineering survey.,0,9807,,,,OGP,OGP,2001-06-05,,1,0
18280,Poland zone I,conversion,,,,,1515,"Civilian topographic mapping, cadastral and engineering survey.",0,9809,,,,Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,OGP,2005-10-29,,1,0
18281,Poland zone I,conversion,,,,,1515,"Civilian topographic mapping, cadastral and engineering survey.",0,9809,,,,Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,OGP,2001-06-05,,1,1
18282,Poland zone II,conversion,,,,,1516,"Civilian topographic mapping, cadastral and engineering survey.",0,9809,,,,Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,OGP,2001-06-05,,1,0
18283,Poland zone III,conversion,,,,,1517,"Civilian topographic mapping, cadastral and engineering survey.",0,9809,,,,Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,OGP,2001-06-05,,1,0
18284,Poland zone IV,conversion,,,,,1518,"Civilian topographic mapping, cadastral and engineering survey.",0,9809,,,,Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,OGP,2001-06-05,,1,0
18285,Poland zone V,conversion,,,,,1519,"Civilian topographic mapping, cadastral and engineering survey.",0,9807,,,,Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,OGP,2001-06-05,,1,0
18286,GUGiK-80,conversion,,,,,1192,"Small scale (1/100,000) topographic mapping of whole country.",0,9809,,,,"Geodeta issue 64, September 2000, http://www.atomnet.pl/~geodata",OGP,2005-11-02,,1,0
18300,Poland CS92,conversion,,,,,1192,"Mapping at scales of 1:10,000 and smaller",0,9807,,,See Poland CS2000 zones (codes 18305-08) for cadastral survey and mapping at larger scales.,Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,OGP,2001-06-05,,1,0
18305,Poland CS2000 zone 5,conversion,,,,,1520,"Topographic mapping at scales of 1:5,000 and larger, cadastral and engineering survey.",0,9807,,,"See Poland CS92 (code 18300) for mapping at 1:10,000 and smaller scales.",Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,OGP,2001-06-05,,1,0
18306,Poland CS2000 zone 6,conversion,,,,,1521,"Topographic mapping at scales of 1:5,000 and larger, cadastral and engineering survey.",0,9807,,,"See Poland CS92 (code 18300) for mapping at 1:10,000 and smaller scales.",Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,OGP,2001-06-05,,1,0
18307,Poland CS2000 zone 7,conversion,,,,,1522,"Topographic mapping at scales of 1:5,000 and larger, cadastral and engineering survey.",0,9807,,,"See Poland CS92 (code 18300) for mapping at 1:10,000 and smaller scales.",Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,OGP,2001-06-05,,1,0
18308,Poland CS2000 zone 8,conversion,,,,,1523,"Topographic mapping at scales of 1:5,000 and larger, cadastral and engineering survey.",0,9807,,,"See Poland CS92 (code 18300) for mapping at 1:10,000 and smaller scales.",Glowny Urzad Geodezji i Kartografii via EuroGeographics; http://crs.bkg.bund.de/crs-eu/,OGP,2001-06-05,,1,0
18310,Libya TM zone 5,conversion,,,,,1470,Large scale topographic mapping and engineering survey.,0,9807,,,Replaces Libya zone 5 (code 18240).,Survey Department of Libya,OGP,2006-08-24,,1,0
18311,Libya TM zone 6,conversion,,,,,1471,Large scale topographic mapping and engineering survey.,0,9807,,,Replaces Libya zone 6 (code 18241).,Survey Department of Libya,OGP,2006-08-24,,1,0
18312,Libya TM zone 7,conversion,,,,,1472,Large scale topographic mapping and engineering survey.,0,9807,,,Replaces Libya zone 7 (code 18242).,Survey Department of Libya,OGP,2006-08-24,,1,0
18313,Libya TM zone 8,conversion,,,,,1473,Large scale topographic mapping and engineering survey.,0,9807,,,Replaces Libya zone 8 (code 18243).,Survey Department of Libya,OGP,2006-08-24,,1,0
18314,Libya TM zone 9,conversion,,,,,1474,Large scale topographic mapping and engineering survey.,0,9807,,,Replaces Libya zone 9 (code 18244).,Survey Department of Libya,OGP,2006-08-24,,1,0
18315,Libya TM zone 10,conversion,,,,,1475,Large scale topographic mapping and engineering survey.,0,9807,,,Replaces Libya zone 10 (code 18245).,Survey Department of Libya,OGP,2006-08-24,,1,0
18316,Libya TM zone 11,conversion,,,,,1476,Large scale topographic mapping and engineering survey.,0,9807,,,Replaces Libya zone 11 (code 18246).,Survey Department of Libya,OGP,2006-08-24,,1,0
18317,Libya TM zone 12,conversion,,,,,1477,Large scale topographic mapping and engineering survey.,0,9807,,,Replaces Libya zone 12 (code 18247).,Survey Department of Libya,OGP,2006-08-24,,1,0
18318,Libya TM zone 13,conversion,,,,,1478,Large scale topographic mapping and engineering survey.,0,9807,,,Replaces Libya zone 13 (code 18248).,Survey Department of Libya,OGP,2006-08-24,,1,0
18319,Libya TM,conversion,,,,,1143,Small scale topographic mapping.,0,9807,,,,Survey Department of Libya,OGP,2006-08-24,,1,0
18401,Kp2000 Jylland og Fyn,conversion,,,,,2531,"Topographic mapping at scales of 1:5,000 and larger, cadastral and engineering survey.",0,9807,,,"See UTM zone 32N (code 16032) for mapping at 1:10,000 and smaller scales.",Kort og Matrikelstyrelsen,OGP,2001-11-06,,1,0
18402,Kp2000 Sjaelland,conversion,,,,,2532,"Topographic mapping at scales of 1:5,000 and larger, cadastral and engineering survey.",0,9807,,,"See UTM zone 32N (code 16032) for mapping at 1:10,000 and smaller scales.",Kort og Matrikelstyrelsen,OGP,2001-11-06,,1,0
18403,Kp2000 Bornholm,conversion,,,,,2533,"Topographic mapping at scales of 1:5,000 and larger, cadastral and engineering survey.",0,9807,,,"See UTM zone 33N (code 16033) for mapping at 1:10,000 and smaller scales.",Kort og Matrikelstyrelsen,OGP,2001-11-06,,1,0
18411,French West Africa Senegal zone,conversion,,,,,2548,Small scale topographic mapping.,0,9807,,,Replaced in 1950 by UTM.,TotatFinaElf,OGP,2002-01-18,,1,0
18412,French West Africa Ivory Coast zone,conversion,,,,,2549,Small scale topographic mapping.,0,9807,,,Replaced in 1950 by UTM.,TotatFinaElf,OGP,2002-01-18,,1,0
18413,French West Africa Dahomey zone,conversion,,,,,2550,Small scale topographic mapping.,0,9807,,,Replaced in 1950 by UTM.,TotatFinaElf,OGP,2002-01-18,,1,0
18414,French West Africa Niger zone,conversion,,,,,2551,Small scale topographic mapping.,0,9807,,,Replaced in 1950 by UTM.,TotatFinaElf,OGP,2002-01-18,,1,0
18415,French Equatorial Africa west zone,conversion,,,,,2552,Small scale topographic mapping.,0,9807,,,Replaced in 1950 by UTM.,TotatFinaElf,OGP,2002-01-18,,1,0
18416,French Equatorial Africa central zone,conversion,,,,,2553,Small scale topographic mapping.,0,9807,,,Replaced in 1950 by UTM.,TotatFinaElf,OGP,2002-01-18,,1,0
18417,French Equatorial Africa east zone,conversion,,,,,2554,Small scale topographic mapping.,0,9807,,,Replaced in 1950 by UTM.,TotatFinaElf,OGP,2002-01-18,,1,0
18421,Greenland zone 1 east,conversion,,,,,2556,Topographic mapping,0,9826,,,,"Kort og Matrikelstyrelsen, Copenhagen.",OGP,2002-01-26,,1,0
18422,Greenland zone 2 east,conversion,,,,,2557,Topographic mapping,0,9826,,,,"Kort og Matrikelstyrelsen, Copenhagen.",OGP,2002-01-26,,1,0
18423,Greenland zone 3 east,conversion,,,,,2558,Topographic mapping,0,9826,,,,"Kort og Matrikelstyrelsen, Copenhagen.",OGP,2002-01-26,,1,0
18424,Greenland zone 4 east,conversion,,,,,2559,Topographic mapping,0,9826,,,,"Kort og Matrikelstyrelsen, Copenhagen.",OGP,2002-01-26,,1,0
18425,Greenland zone 5 east,conversion,,,,,2560,Topographic mapping,0,9826,,,,"Kort og Matrikelstyrelsen, Copenhagen.",OGP,2002-01-26,,1,0
18426,Greenland zone 6 east,conversion,,,,,2561,Topographic mapping,0,9826,,,,"Kort og Matrikelstyrelsen, Copenhagen.",OGP,2002-01-26,,1,0
18427,Greenland zone 7 east,conversion,,,,,2562,Topographic mapping,0,9826,,,,"Kort og Matrikelstyrelsen, Copenhagen.",OGP,2002-01-26,,1,0
18428,Greenland zone 8 east,conversion,,,,,2569,Topographic mapping,0,9826,,,,"Kort og Matrikelstyrelsen, Copenhagen.",OGP,2002-01-26,,1,0
18432,Greenland zone 2 west,conversion,,,,,2563,Topographic mapping,0,9826,,,,"Kort og Matrikelstyrelsen, Copenhagen.",OGP,2002-01-26,,1,0
18433,Greenland zone 3 west,conversion,,,,,2564,Topographic mapping,0,9826,,,,"Kort og Matrikelstyrelsen, Copenhagen.",OGP,2002-01-26,,1,0
